,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold
167,167,67657,672340,Phase Dance,Pat Metheny_ Lyle Mays_ Mark Egan_ Dan Gottlieb,1978,The Majorettes,1987,,Dance of the Ancients,mark harbst,0
168,168,68851,5745,Poker Face,Lady GaGa,2008,90210,2008,Zero Tolerance (#1.23),Poker Face,lady gaga,1
169,169,69313,271456,Trouble In Mind,Tennessee Ernie Ford,0,The Tennessee Ernie Ford Show,1956,Ethel Waters (#3.31),Trouble  Trouble,leonard feather tennessee ernie ford the top twenty,0
170,170,69563,457803,Yum Yum (Gimme Some),THE FATBACK BAND,1975,Grand Theft Auto: San Andreas,2004,,Yum Yum,johnny king the fatback band,1
171,171,70050,501209,View From A Bridge (Raw Remix) (Edit),Kim Wilde,1987,Kim Wilde: The Video Music Collection,1984,,View From A Bridge,kim wilde,1
172,172,71124,438410,Cattle Call,Tex Ritter,2004,Feudin Rhythm,1949,,Cattle Call,tex owens eddy arnold,1
173,173,71124,567201,Cattle Call,Tex Ritter,2004,Opry Video Classics: Pioneers,2007,,Cattle Call,tex owens eddy arnold,
174,174,72535,469135,Clear Blue Deep 2008,W & D,0,Hero Wanted,2008,,Blue Dreams,d. difonzo scott schreer,0
175,175,73519,156511,Oh Adeline,Stephen Kellogg & The Sixers,2009,MisteRogers Neighborhood,1968,1651: Learning (#22.11),Oh Susanna,by stephen foster,0
176,176,73519,332541,Oh Adeline,Stephen Kellogg & The Sixers,2009,A Day of Fury,1956,,Oh  Susanna,stephen foster,0
177,177,74997,182126,Lucy In The Sky With Diamonds,Elton John / John Lennon,1974,Play for Today,1970,The Flipside of Dominick Hide (#11.8),Lucy in the Sky with Diamonds,john lennon paul mccartney,1
178,178,75820,367942,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Bill W.,2012,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach yo-yo ma arrangement with sony music licensing,0
179,179,75820,391831,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Chronik der Anna Magdalena Bach,1968,,Mass in B Minor  BWV 232,johann sebastian bach,1
180,180,75820,413411,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Diana,2013,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova,0
181,181,75922,210178,Thou Shalt Not Steal (Album Version),Dick & Dee Dee,0,Shindig!,1964,(#1.19),Thou Shalt Not Steal,dick dee dee,1
182,182,76235,135691,2 Bad,Michael Jackson,1995,Late Show with David Letterman,1993,(#19.22),Bad,michael jackson the cbs orchestra,
183,183,76235,521278,2 Bad,Michael Jackson,1995,Living with Michael Jackson: A Tonight Special,2003,,Bad,michael jackson,
184,184,76521,636822,Barra,Habib Koite,0,Sweet  Sweet Country,2013,,Barra,habib koite,1
185,185,76639,479339,Fumbling Towards Ecstasy,Sarah McLachlan,1999,I Love You  Dont Touch Me!,1997,,Fumbling Towards Ecstasy,pierre marchand sarah mclachlan,1
186,186,77058,23221,Take A Pair Of Sparkling Eyes (The Gondoliers_ Act 2) (1992 Digital Remaster),JOSEF LOCKE & ORCHESTRA,0,Baseball,1994,A National Heirloom (#1.4),Take Me Out to the Ballgame,jack norworth albert von tilzer held welzel dick miller the national pastime orchestra,0
187,187,78706,699073,Tears Never Dry (Original Mix),Stephen Simmonds,0,Tommy,2014,,Tears Never Die,stephen simmonds,1
188,188,79018,404213,Night Boat To Cairo,Madness,1979,Dance Craze,1981,,Night Boat to Cairo,madness,1
189,189,79103,102359,MorgenblÃŒ_tter op. 279 (Walzer),AndrÃŒÂ© Rieu_ Johann Strauss Orchester,0,Green Acres,1965,The Saucer Season (#2.25),An der schÃƒÅ’Ã‚Â_nen blauen Donau Walzer (The Blue Danube Waltz) Op. 314,johann strauss,0
190,190,79103,367949,MorgenblÃŒ_tter op. 279 (Walzer),AndrÃŒÂ© Rieu_ Johann Strauss Orchester,0,Bill and Coo,1948,,FrÃƒÅ’_hlingsstimmen  Op. 410 (Voices of Spring),johann strauss,0
191,191,79103,541188,MorgenblÃŒ_tter op. 279 (Walzer),AndrÃŒÂ© Rieu_ Johann Strauss Orchester,0,Million Dollar Mermaid,1952,,Kaiserwalzer  Op. 437 (Emperor Waltz),johann strauss,0
192,192,80699,86786,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,Fallen Angels,1993,The Professional Man (#2.2),The Way You Look Tonight,jerome kern dorothy fields fred astaire,1
193,193,80968,187811,Fight Song,Scott Stapp,2005,Prisoner,1979,(#1.357),Knife Fight,john scott,0
194,194,80968,664643,Fight Song,Scott Stapp,2005,The Heats On,1943,,Caisson Song,edmund l. gruber hazel scott chorus,0
195,195,81334,372122,Dear God - I Go To Church On Sunday,Patsy Cline,0,Bluebird,2013,,Dear God,patsy cline pappy stewart,1
196,196,81713,685796,My Music (Re-Mix),Tyrone Taylor,0,The Stateless Man,1955,,Accordion Music,richard taylor,0
197,197,83089,137687,Night Owl Cafe,John Sebastian,0,Levenslied,2011,(#2.2),Good Night,john lennon paul mccartney tijn docter hans dagelet choir,0
198,198,83392,332380,Final (Album Version),Justice,0,A Cross the Universe,2008,,Final,justice,1
199,199,84230,138611,Rock-a-bye Your Baby With A Dixie Melody,Judy Garland,0,Life with Judy Garland: Me and My Shadows,2001,,Rock-a-Bye Your Baby with a Dixie Melody,jean schwartz judy garland,1
200,200,84230,641961,Rock-a-bye Your Baby With A Dixie Melody,Judy Garland,0,Terms of Endearment,1983,,Rock-a-Bye Your Baby with a Dixie Melody,sam lewis joe young jean schwartz judy garland,1
201,201,84820,38970,Gunpowder & Lead,Miranda Lambert,2009,CMT Top 20 Countdown,2001,(2007-11-29),Gunpowder and Lead,miranda lambert jack ingram,1
202,202,85070,529146,Mr. Soul (Album Version),Neil Young,0,Made in Heaven,1987,,Mr. Soul,neil young buffalo springfield arrangement with warner special products,1
203,203,85167,164340,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,NCIS: Naval Criminal Investigative Service,2003,Requiem (#5.7),Big River,johnny cash,1
204,204,85167,236260,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,The Andy Williams Show,1962,,Moon River,henry mancini johnny mercer,0
205,205,85167,395100,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Cold Chisel Ringside,2004,,Big River,johnny cash cold chisel,1
206,206,85167,574863,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Permanent Record,1988,,Moon River,johnny mercer henry mancini,0
207,207,85784,73693,The Honky Tonk Life I Lead,The John Evans Band,0,Donny and Marie,1975,(#2.14),Honky Cat,elton john bernie taupin donny osmond marie osmond,0
208,208,86020,560028,Operator (Original Version),Toby Lightman,0,Not the Way It Feels,2010,,Operator (Thats Not The Way It Feels),jim croce toby lightman,1
209,209,86129,46178,Les ÃŒÂ©toiles du cinÃŒÂ©ma,Francis Lai,1996,CinÃƒÅ’Ã‚Â©ma de minuit,1976,,Les ÃƒÅ’Ã‚Â©toiles du cinÃƒÅ’Ã‚Â©ma,francis lai,1
210,210,86201,363417,The Day I Fall In Love,James Ingram;Dolly Parton,0,Beethovens 2nd,1993,,The Day I Fall in Love,carole bayer sager james ingram clif magness dolly parton,1
211,211,86201,604676,The Day I Fall In Love,James Ingram;Dolly Parton,0,Saturday Night Live: The Best of Jimmy Fallon,2005,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey,0
212,212,86604,103417,Swans,Unkle Bob,2006,Greys Anatomy,2005,Some Kind of Miracle (#3.17),Swans,unkle bob,1
213,213,87037,644992,Circle Of Fire,The Indians_ The Sioux Company,0,The 62nd Annual Tony Awards,2008,,Circle of Life,elton john the lion king company,0
214,214,87569,547262,Pomp and Circumstance March No. 1 in D Op. 39 No. 1 (1993 Digital Remaster),Sir Edward Elgar,0,Mrs. Miniver,1942,,Pomp and Circumstance March No.1 in D Major  Op.39,edward elgar,1
215,215,88714,121266,Main Title,Craig Safan,1987,Intervention,2005,Dan (#4.12),Intervention Main Title,craig marks,0
216,216,88738,712909,Just Because We're Kids (Album : Profile Of A Jazz Musician ]\n\n(F. HollÃŒ_nder - T. Geisell),Paul Horn,0,VerfÃƒÅ’_hrung fÃƒÅ’_r AnfÃƒÅ’_nger,2005,,Just For You,lionel richie paul barry mark taylor,0
217,217,89385,487800,Never Leave Me,Gordon Jenkins,2001,It Runs in the Family,2003,,Youll Never Know,mack gordon harry warren diana krall,0
218,218,89508,202119,I Gotta Feeling (Edit),The Black Eyed Peas,2009,Saturday Night Live,1975,January Jones/Black Eyed Peas (#35.6),I Gotta Feeling,the black eyed peas fergie will.i.am taboo david guetta apl.de.ap frederic riesterer,1
219,219,89865,247165,I Can't Dance To Your Music,John Farnham,1995,The Graham Kennedy Show,1968,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham,1
220,220,89865,390081,I Can't Dance To Your Music,John Farnham,1995,Chicago,2002,,I Cant Do It Alone,john kander catherine zeta-jones,0
221,221,91106,682914,I'm The Real Santa,The Refreshments,0,The Santa Clause 3: The Escape Clause,2006,,Im the Real Santa,joakim arnell the refreshments,1
222,222,91648,528178,Dark Matter,Andrew Bird,2006,MacGruber,2010,,Dark Matter,andrew bird,1
223,223,91909,98603,Muffin Man,Harry Gregson-Williams,2004,Glee,2009,Hold on to Sixteen (#3.8),Man in the Mirror,glen ballard siedah garrett cory monteith mark salling chord overstreet kevin mchale darren criss harry shum jr. the glee cast,0
224,224,91909,438075,Muffin Man,Harry Gregson-Williams,2004,Female,1933,,Old Man Sunshine (Little Boy Bluebird),harry warren,0
225,225,91959,194976,Get Up Stand Up,Stellar Project Feat. Brandi Emma,2004,Rescue Special Ops,2009,Rescue in the Blue Mountains (#1.1),Get a Little Dirty,akinola / blease / jay the ironweed project,0
226,226,94250,298098,On Time,Miss Alex White And The Red Orchestra,2005,Tony Bennett at the Talk of the Town,1972,(#1.3),Time After Time,jule styne matt monro  with the robert farnon  orchestra,0
227,227,94655,481030,Shake Ya Body,T-Bone,2005,Im in Love with a Church Girl,2013,,Shake Ya Body,bosko rene f. sotomayor t-bone,1
228,228,94676,597430,Make It Loud,WWE John Cena and Tha Trademarc,0,Rockford,1999,,Make Merry,john sudhakar ashirvad malvika,0
229,229,94767,36061,Say What You Want,Sam Fox,1997,Britains Got More Talent,2007,2015: Live Semi-Final 4 (#9.11),What I Did for Love,david guetta giorgio tuinfort breyan stanley isaac jason evigan sam martin sean douglas emeli sandÃƒÅ’Ã‚Â©,0
230,230,94862,367052,I Could Have Danced All Night,Frank Chacksfield,0,Big Business Girl,1931,,If I Could Be with You,james p. johnson frank albertson   with band,0
231,231,94862,578616,I Could Have Danced All Night,Frank Chacksfield,0,Plaza Suite,1986,,I Could Have Danced All Night,frank sinatra,0
232,232,95287,420703,I Need Love,Sam & Dave,0,Down to You,2000,,I Need Love,sam phillips,
233,233,95649,529901,Choo Choo Ch'boogie (Digitally Remastered),Louis Jordan & His Tympany Five,0,Mafia II,2010,,CHOO CHOO CHBOOGIE,louis jordan the tympany five  (as louis jordan his tympany five) vaughn horton denver darling milton gabler,1
234,234,96181,132497,Dans Les Jardins De La Villa Rose,Louis ChÃŒÂ©did,1981,La chanson de lannÃƒÅ’Ã‚Â©e,2004,La chanson de lannÃƒÅ’Ã‚Â©e 2012 (#1.9),Tomber dans ses yeux,louis delort camille lou .,0
235,235,96181,515895,Dans Les Jardins De La Villa Rose,Louis ChÃŒÂ©did,1981,Les chansons damour,2007,,Les Yeux au ciel,alex beaupain louis garrel,0
236,236,96265,257232,Your Eyes,Chick Corea Elektric Band,0,The Naked Brothers Band,2007,Alexs Clothing Line (#1.5),Beautiful Eyes,nat wolff naked brothers band,0
237,237,96265,471564,Your Eyes,Chick Corea Elektric Band,0,Hokuto no Ken,1986,,Purple Eyes,tsuyoshi ujiki kodomo band,0
238,238,97668,73473,She Got The Goldmine (I Got The Shaft),Jerry Reed,1993,Dolly,1987,(#1.8),She Got the Goldmine,tim dubois dolly parton jerry reed,1
239,239,97855,587166,Souvenir (Hard House Version),Orchestral Manoeuvres In The Dark,1998,Quixotes Island,2011,,Souvenir,orchestral manoeuvres in the dark paul humphreys martin cooper,1
240,240,98008,158772,Tema de Piluso,Fito Paez,0,Morfi  todos a la mesa,2015,(2016-02-02),Tema de Piluso,fito pÃƒÅ’ÃƒÂÅez,1
241,241,98135,90786,Mandy Make Up Your Mind,Clarence Williams' Blue Five,0,Formula 1: BBC Sport,2009,The Malaysian Grand Prix (#2.8),Gonna Make You Sweat (Everybody Dance Now),robert clivillÃƒÅ’Ã‚Â©s freedom williams c.c. music factory,0
242,242,98135,577016,Mandy Make Up Your Mind,Clarence Williams' Blue Five,0,Ping Pong Playa,2007,,Make Noise,lalo davis of five stone five stone,0
243,243,99074,380243,Calm Down,The Mohawk Lodge,2007,Burgeon and Fade,2007,,Calm Down,mohawk lodge,1
244,244,99099,210981,Don't Let Me Be Lonely Tonight,The Isley Brothers,1973,Shindig!,1964,(#1.5),Let It Be Me,gilbert bÃƒÅ’Ã‚Â©caud pierre delanoÃƒÅ’Ãƒâ€¡ mann curtis the everly brothers,0
245,245,99099,305154,Don't Let Me Be Lonely Tonight,The Isley Brothers,1973,Tricked,2013,(#2.2),Let Forever Be,the chemical brothers noel gallagher,0
246,246,99421,175193,Chicas Malas (Album Version),Monica Naranjo,2002,OperaciÃƒÅ’_n triunfo,2001,Gala 11 (#6.12),Chicas malas,mÃƒÅ’_nica naranjo giulia fasolino bruno zucchetti anna gotti,1
247,247,99955,524271,You Can Be Flirty,Chris T-T,2000,Lottery Ticket,2010,,I Can Transform Ya,chris brown lil wayne swizz beatz jason poo bear boyd lonny bereal,0
248,248,100155,135728,Draw Night,Woody Herman & Orchestra,0,Late Show with David Letterman,1993,(#19.31),Wild Night,van morrison the cbs orchestra,0
249,249,100380,46860,Symphony No. 1 in A flat Op. 55 (1992 Digital Remaster): II.     Allegro molto -,Sir Edward Elgar,0,Classic Ghost Stories,1986,Oh  Whistle  and Ill Come to You  My Lad (#1.4),Symphony No.1 in A Flat Major,edward elgar,1
250,250,101231,536598,Riding On a Rocket,Rocky Burnette,0,Meanwhile  Back at the Ranch,1976,,Riding Down the Canyon,gene autry smiley burnette,0
251,251,102207,435701,Don't You Want Me (Majik J Original Booty Vocal Mix),The Human League,2003,Faintheart,2008,,Dont You Want Me Baby,phil oakey  / philip adrian wright   / jo callis human league,1
252,252,102503,543893,Goin Out Of My Head,Little Anthony and The Imperials,0,Mondo Trasho,1969,,Goin Out of My Head,teddy randazzo bobby weinstein little anthony the imperials,1
253,253,103521,113343,What U See (Chopped/Screwed),Mr. Lucci,0,House M.D.,2004,House Divided (#5.22),Do What You Wanna (Mr. Scruffs Soul Party Remix),ramsey lewis mr. scruff,0
254,254,104214,237224,Twenty Flight Rock,Eddie Cochran,1957,The Beatles Anthology,1995,,Twenty Flight Rock,ned fairchild eddie cochran,1
255,255,104386,379979,Bury the Evidence (Album version),Tricky,2001,Bully,2001,,Bury the Evidence,tricky i. broomfield,1
256,256,105630,343943,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,All Things Must Pass: The Rise and Fall of Tower Records,2015,,Living in the USA,steve miller steve miller band,0
257,257,105630,378709,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,Bruce Springsteen: Born in the U.S.A.,1984,,Born In U.S.A.,bruce springsteen the e street band,1
258,258,105630,493161,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,John Lennon Live in New York City,1986,,Born in a Prison,yoko ono the plastic ono elephants memory band,0
259,259,107661,216587,Just For Me,Roomsa featuring Lady Sarah,2006,So You Think You Can Dance,2005,Results Show: Two Dancers Eliminated (#4.21),Just Dance,lady gaga,0
260,260,108553,327415,Perfect Love Song,Lynden David Hall Featuring Eldee,0,16 Wishes,2010,,Picture Perfect,jennifer cathcart david isaac feldstein,0
261,261,108601,484714,Sexual Healing,Marvin Gaye,1982,IncontrÃƒÅ’Ã‚Â«lable,2006,,Sexual Healing,marvin gaye odell brown david ritz,1
262,262,109815,450737,If I Didn't Care,THE INK SPOTS,1989,Get Low,2009,,If I Didnt Care,jack lawrence the ink spots,1
263,263,110184,369817,Blood Is Pumpin,Voodoo & Serano,2001,Blade II,2002,,Blood is Pumping (Cold Blood),c.j. stone reinhard raith voodoo serano,1
264,264,110426,68531,Stay (Just a Little Bit Longer),Maurice Williams and the Zodiacs,0,Designing Women,1986,Theres Some Black People Coming to Dinner (#2.16),Stay,maurice williams,1
265,265,110426,346687,Stay (Just a Little Bit Longer),Maurice Williams and the Zodiacs,0,American Hot Wax,1978,,Stay,maurice williams the zodiacs,1
266,266,110859,10030,At Last,Kenny G featuring Arturo Sandoval,2009,Alma GÃƒÅ’Ã‚Â»mea,2005,,At Last,kenny g arturo sandoval,1
267,267,112369,294930,Oh What Day,Viva L'American Death Ray Music,0,Tiny Toon Adventures,1990,Its Buster Bunny Time (#1.9),Where  Oh Where  Has My Little Dog Gone?,music from a german folk song,0
268,268,112632,130893,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,Kupetzky,2006,Schweden (#1.4),Any Day Now,burt bacharach bob hilliard elvis presley,0
269,269,112632,598671,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,Ronnie Milsap: Live,2002,,Any Day Now,bob hilliard burt bacharach ronnie milsap,0
270,270,115029,98198,Sexx Laws,Beck,1999,Glastonbury 2016,2016,Day 3  Part 2 (#1.15),Sexx Laws,beck,1
271,271,115144,255786,Why You Wanna Trip On Me,Michael Jackson,1991,The Merv Griffin Show,1962,(#4.58),Why Did I Choose You?,michael leonard herbert martin jerry lanning,0
272,272,115144,455586,Why You Wanna Trip On Me,Michael Jackson,1991,Good Will Hunting,1997,,Why Do I Lie?,jill cunniff luscious jackson,0
273,273,116410,345278,Different Kind Of Cowboy (Album Version),Ray Scott,0,Alpha and Omega: Family Vacation,2015,,Different Colors,nicholas petricca sean waugaman kevin ray eli maiman walk the moon,0
274,274,116544,636854,Some Day My Prince Will Come (Finale),Disney Chorus,0,Sweethearts,1938,,Happy Day,herbert stothart chorus,0
275,275,116886,198959,Over The Cliff,Jack Bruce,1970,Rude Tube,2008,Rom Dotcom (#6.3),Sex Over the Phone,jacques morali bruce vilanch fred zarr the village people,0
276,276,117222,203992,LIVIN' IN THE LIFE,The Isley Brothers,1977,Scandal,2012,Defiance (#2.7),Livin In The Life,the isley brothers,1
277,277,117233,35021,I Think I Love You,David Cassidy & The Partridge Family,0,BrainDead,2016,Notes Toward a Post-Reagan Theory of Party Alliance  Tribalist  and Loyalty: Past as Prologue (#1.6),I Think I Love You,david cassidy the partridge family,1
