,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
11270,11270,499545,388741,Ladies Night,Kool And The Gang,1988,Charlie Wilsons War,2007.0,,LADIES NIGHT,george funky brown+robert kool bell+kool+the gang
11307,11307,677849,388741,All Night Long (1992 Digital Remaster),The George Shearing Quintet with Nancy Wilson,0,Charlie Wilsons War,2007.0,,LADIES NIGHT,george funky brown+robert kool bell+kool+the gang
11482,11482,824393,645429,Giddy Up Flash,Liam Lynch,0,The 90s: Ten Years That Changed the World,2015.0,,Smack My Bitch Up,liam howlett+ced-gee+t.r. love+moe love+kool keith+the prodigy
11484,11484,831362,645429,Smack My Bitch Up (dj Hype Remix),Prodigy,1997,The 90s: Ten Years That Changed the World,2015.0,,Smack My Bitch Up,liam howlett+ced-gee+t.r. love+moe love+kool keith+the prodigy
11553,11553,396313,21643,World In Love,Spencer & Hill,2008,Ballers,2015.0,Flamingos (#1.10),If I Ruled the World,nas+jean claude olivier+kurtis walker blow+samuel barnes+lauryn hill
11566,11566,126367,21643,World In Love,Spencer & Hill,2008,Ballers,2015.0,Flamingos (#1.10),If I Ruled the World,nas+jean claude olivier+kurtis walker blow+samuel barnes+lauryn hill
11590,11590,931612,21643,If You See Me Comin',Arty Hill and the Long Gone Daddys,0,Ballers,2015.0,Flamingos (#1.10),If I Ruled the World,nas+jean claude olivier+kurtis walker blow+samuel barnes+lauryn hill
11683,11683,272804,726861,I Am A Simple Man,Ricky Van Shelton,1991,Woodlawn,2015.0,,Simple Man,gary rossington+ronnie van zant+lynyrd skynyrd
11777,11777,97668,73473,She Got The Goldmine (I Got The Shaft),Jerry Reed,1993,Dolly,1987.0,(#1.8),She Got the Goldmine,tim dubois+dolly parton+jerry reed
11785,11785,612319,73473,Santa Claus Has Got The Aids This Year,Tiny Tim,0,Dolly,1987.0,(#1.8),She Got the Goldmine,tim dubois+dolly parton+jerry reed
11838,11838,30017,298364,Too Much Heaven (Album Version),Bee Gees,1979,Top club dimanche,1978.0,(1978-12-24),Too Much Heaven,barry gibb+maurice gibb+robin gibb+the bee gees
11869,11869,468829,232168,Baby I Feel Good With You,Brian Hyland,0,Tamori kurabu,1982.0,Furikake & Beer,Baby Face,brian hyland
11947,11947,357214,287540,Without A Word Of Warning (1989 Digital Remaster),Gary Lewis & The Playboys,0,The X Factor,2004.0,Judges Houses 1 (#3.9),Without You,leona lewis
11988,11988,740452,682452,I'm Popeye The Sailor Man (End Credit Song),Mark Mothersbaugh,0,The Rum Diary,2011.0,,The Lending Man Loan Company,mark a. mangini+jake rice+moberg bifocal
12038,12038,260274,540991,Mozart: Die Entfuhrung aus dem Serail (The Abduction from the Seraglio): Overture,Wolfgang Amadeus Mozart,0,Miles from Home,1988.0,,Overture to the Impresario,wolfgang amadeus mozart+the wurttemberg chamber orchestra+heilbronn
12078,12078,822037,362791,I Dont Know What I Would Do Without the Lord,Rev. Blind Gary Davis,0,Beaver Trilogy Part IV,2015.0,,Please Dont Keep Me Waiting,groovin gary
12142,12142,886495,403663,Babylon (Radio Mix 2),David Gray,0,DairantÌ« Sumasshu BurazÌ¢zu ekkusu,2008.0,,Jungle Level  Ver. 2,david wise
12242,12242,36064,480212,PrÌ©lude e-Moll / Prelude in E minor op.28/4,Frederic Chopin,0,I Wouldnt Be in Your Shoes,1948.0,,Piano Etude  Op. 10  No. 3 in E major  Tristesse,frÌ©dÌ©ric chopin
12301,12301,818840,499349,The Greatest Gift Of All,Dolly Parton & Kenny Rogers,0,Kenny & Dolly: A Christmas to Remember,1984.0,,The Greatest Gift of All,john jarvis+kenny rogers+dolly parton
12469,12469,711430,345352,A New Error,Moderat,2009,Als wir trÌ_umten,2015.0,,A New Error,moderat
12705,12705,953627,602747,Black Sea Blues (USYDR0304312),William Lee Ellis,0,Salt on Our Skin,1992.0,,For Those in Peril on the Sea,william whiting
12713,12713,266267,602747,Sea Green,William Orbit,2006,Salt on Our Skin,1992.0,,For Those in Peril on the Sea,william whiting
13050,13050,570125,692188,War Star Days,Wooden Wand_ The Omen Bones Band,2006,The World Within,2010.0,,Mars  the Bringer of War,gustav holst+the us air force band
13069,13069,727067,692188,Mars (Bringer Of War) (1926 recording),Gustav Holst,0,The World Within,2010.0,,Mars  the Bringer of War,gustav holst+the us air force band
13426,13426,667055,465448,The Part You Throw Away,Tom Waits,2002,Havana,1990.0,,Lets Get Away From It All,tom adair+matt dennis+frank sinatra+arrangement with cema special markets
13460,13460,544149,268754,Monster Mash,Bobby 'Boris' Pickett,1986,The Simpsons,1989.0,The Great Wife Hope (#21.3),Monster Mash,leonard l. capizzi+bobby pickett
13507,13507,921382,366023,Beautiful Girl,Mark Sultan,2007,Beverly Hills Chihuahua,2008.0,,Rich Girl,mark batson+jerry bock+kara dioguardi+gwen stefani+eve
13510,13510,877007,366023,A girl like you,Yanou feat. Mark Daviz,0,Beverly Hills Chihuahua,2008.0,,Rich Girl,mark batson+jerry bock+kara dioguardi+gwen stefani+eve
13746,13746,863205,79106,We Are Family,Sister Sledge,1979,EastEnders,1985.0,(2011-05-05),We Are Family,bernard edwards+nile rodgers+sister sledge
13816,13816,678585,515649,Yo sÌ© que estÌÁ en tu corazÌ_n,Lorenzo Antonio,1993,Les amants criminels,1999.0,,Symphonie en si mineur pour cordes  Al santo sepulcro - ladagio,antonio vivaldi+orchestre symphonique belarte   au plus xxx studio
13834,13834,45719,479180,Bridal Chorus,Richard Wagner / Otto Sieben,1991,I Live for Love,1935.0,,Bridal Chorus,richard wagner
13884,13884,663657,482781,Canon In D Major,Johann Pachelbel,1977,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13885,13885,75820,482781,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13887,13887,660422,482781,Brandenburgisches Konzert Nr.4 BWV  1049 - Andante,Johann Sebastian Bach,0,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13888,13888,683895,482781,Brandenburgisches Konzert Nr.1 BWV  1046 - Allegro,Johann Sebastian Bach,0,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13889,13889,753265,482781,Trio C-Moll fÌ_r Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13891,13891,815775,482781,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Il vangelo secondo Matteo,1964.0,,Concerto for violin in E major (BWV 1042),johann sebastian bach
13964,13964,549342,191671,Dazed And Confused  (Album Version),Led Zeppelin,1969,Rage,1987.0,Run the Jewels Guest Program Rage,Dazed and Confused,jimmy page+led zeppelin
14005,14005,891641,529255,Two Tribes,Frankie Goes To Hollywood,1984,Made of Honor,2008.0,,Two Tribes,holly johnson+mark otoole+peter gill+frankie goes to hollywood
14097,14097,631647,453683,Do You Still Wanna Buy Me That Drink (Frank),Lorrie Morgan,2004,Go Into Your Dance,1935.0,,The Little Things You Used to Do,harry warren+helen morgan   at rehearsal
14113,14113,886750,453683,These Foolish Things,Dinah Shore_ Harry Zimmerman Orchestra,0,Go Into Your Dance,1935.0,,The Little Things You Used to Do,harry warren+helen morgan   at rehearsal
14138,14138,754254,224719,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: The Next Generation,1987.0,Sub Rosa (#7.14),Star Trek: The Next Generation End Credits,jerry goldsmith+alexander courage
14364,14364,569001,170692,Vi fÌ´r vingar nÌ_r vi Ì_lskar,Thomas  di Leva,2000,Okay tone,1997.0,(#2.7),Vi kaster med sten,simon bonde+peder thomas pedersen
14403,14403,768513,189132,...Baby One More Time,Britney Spears,1998,Pussycat Dolls Present: Girlicious,2008.0,Confidence (#1.2),...Baby One More Time,max martin+britney spears
14415,14415,929259,89686,Party Doll,Roy Brown,0,Flava,1996.0,(#6.1),After Party,willieque gilchrist+allen gordon+joel campbell+nathan butler+bryant beal+eritza laues+koffee brown
14672,14672,19802,134100,Let The Wind Blow,Brian Wilson,1995,Larry L,2009.0,Let the Wind Blow,Let the Wind Blow,brian wilson+mike love+larry l
14721,14721,898398,605823,Dr. Greenthumb,Cypress Hill,1998,Scarface: The World Is Yours,2006.0,,Dr. Dedoverde,cypress hill
14769,14769,937425,355024,God Bless The Child,Chris Botti;Paula Cole,0,August Rush,2007.0,,God Bless the Child,arthur herzog jr.+billie holiday+chris botti+paula cole
14905,14905,142874,712909,Just To Feel That Way,Taylor Hicks,2006,VerfÌ_hrung fÌ_r AnfÌ_nger,2005.0,,Just For You,lionel richie+paul barry+mark taylor
15274,15274,547839,460078,Mississippi Heavy Water Blues,Robert Pete Williams & Robert Guitar' J. Welch,0,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
15278,15278,838655,460078,Travelling Riverside Blues,Robert Johnson,0,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
15286,15286,32292,460078,Black Men Blues,Mary Johnson,0,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
15317,15317,729799,460078,Ugly Man Blues,Robert Pete Williams,1993,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
15324,15324,524188,460078,Cross Road Blues,Robert Johnson,0,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
15351,15351,896413,473787,Jealous,Operator Please,2010,Honeymooner,2010.0,,Jealous,operator please+a. wilkinson+t. commandeur
15383,15383,50937,9858,Falling In Love (LP Version),Randy Newman,1988,Ally McBeal,1997.0,Ally McBeal: The Musical  Almost (#3.21),Falling In Love,randy newman+vonda shepard
15433,15433,242056,574305,How Do You Sleep? (Instrumental Score),John Lennon And The Plastic Ono Band (With The Flux Fiddlers),0,People: A Musical Celebration,1995.0,,How Wonderful We Are,john skip anderson
15505,15505,868438,574305,How Did I Get By Without You,John Waite,1996,People: A Musical Celebration,1995.0,,How Wonderful We Are,john skip anderson
15618,15618,153708,661131,Blue In Green,US Army Field Band Jazz Ambassadors,0,The Game,1997.0,,Icy Blue,julius robinson+michael sherwood+vise grip+the ambassadors
15635,15635,65401,349596,Dekh Le,Sunidhi Chauhan / Anu Malik / Jatin Sharma,0,Angaar,1992.0,,Chal Aage Aur Dekh Peechey,sudesh bhonsle+kavita krishnamurthy+laxmikant shantaram kudalkar+pyarelal ramprasad sharma
15666,15666,679822,381679,Holla At Ya Boy (Dirty),Ya Boy featuring Production By Cool & Dre,0,CHIKARA: King of Trios 2009 - Night I,2009.0,,Crank That (Soulja Boy),deandre way cortez+soulja boy
15669,15669,847855,381679,Crank That (Soulja Boy) [Travis Barker Remix],Soulja Boy Tell`em,0,CHIKARA: King of Trios 2009 - Night I,2009.0,,Crank That (Soulja Boy),deandre way cortez+soulja boy
15814,15814,828641,663746,Emma (Remastered),Sisters Of Mercy,0,The Guest,2014.0,,Emma,errol brown+tony wilson+the sisters of mercy+arrangement with
16225,16225,852833,632101,Silent Night (wrds. Joseph Mohr_ trans. & arr. Willcocks) (1991 Digital Remaster),Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,0,Strangled Eggs,1961.0,,Gwine to Rune All Night (De Camptown Races),stephen foster
16272,16272,545042,414262,Die SchÌ¦nheit Der Sklaverei,Die Apokalyptischen Reiter,2000,Die Musterknaben,1997.0,,Die Musterknaben,die coolen sÌ_ue
16277,16277,428540,414262,Ich bin immer da wo die Musi spielt,Florian Silbereisen & Die Volksmusikspatzen,0,Die Musterknaben,1997.0,,Die Musterknaben,die coolen sÌ_ue
16287,16287,374881,414262,Solang Die Sterne GlÌ_hn,Friedel Hensch & die Cyprys,0,Die Musterknaben,1997.0,,Die Musterknaben,die coolen sÌ_ue
16400,16400,36064,106130,PrÌ©lude e-Moll / Prelude in E minor op.28/4,Frederic Chopin,0,Hannibal,2013.0,Hassun (#2.3),PrÌ©lude No.4 - Op.28 No.4 - in E minor,frÌ©dÌ©ric chopin
16469,16469,674182,440721,Hey Angel,Michael Stanley Band,0,Flakes,2007.0,,Hey You,michael wayne jones+daniel moynahan+danny moynahan
16496,16496,287434,440721,Hey Lorna,Wayne Wonder,0,Flakes,2007.0,,Hey You,michael wayne jones+daniel moynahan+danny moynahan
16679,16679,933573,415351,Do You Remember (2007 Digital Remaster),Cliff Richard,0,Dillinger,1973.0,,Its Easy to Remember,richard rodgers
16728,16728,754254,224638,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: The Next Generation,1987.0,Lessons (#6.19),Star Trek: The Next Generation End Credits,jerry goldsmith+alexander courage
16776,16776,417653,631716,Paganini's Revenge,Joe Stump,2001,Stranded,2014.0,,Riveras Revenge,joe kraemer
16850,16850,819679,86867,Blue Skies,The Glenn Miller Orchestra,1996,Falling Skies,2011.0,Search and Recover (#3.5),Falling Skies (Credits Theme from TV Series),falling skies orchestra
17176,17176,916797,215318,Get On Up (Clean LP Version),Trick Daddy (Featuring The Lost Tribe_ Money Mark Of Tre +6 and JV),0,Smash,2012.0,Hell on Earth (#1.9),The Higher You Get  the Farther the Fall,marc shaiman+scott wittman+norbert leo butz+the cast of heaven on earth
17256,17256,336049,215318,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0,Smash,2012.0,Hell on Earth (#1.9),The Higher You Get  the Farther the Fall,marc shaiman+scott wittman+norbert leo butz+the cast of heaven on earth
17491,17491,120143,215318,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Smash,2012.0,Hell on Earth (#1.9),The Higher You Get  the Farther the Fall,marc shaiman+scott wittman+norbert leo butz+the cast of heaven on earth
17553,17553,926014,339127,The Last Emperor - Main Theme,The City of Prague Philharmonic Orchestra,0,Ace Combat 5: The Unsung War,2004.0,,AC5 Main Theme,keiki kobayashi+the warsaw philharmonic
17563,17563,247083,339127,Main Theme (Midnight Cowboy),The Royal Philharmonic Orchestra/Tolga Kashif,0,Ace Combat 5: The Unsung War,2004.0,,AC5 Main Theme,keiki kobayashi+the warsaw philharmonic
17590,17590,933092,61020,Du Hast,Rammstein,1997,Daria,1997.0,Through a Lens Darkly (#3.2),Du Hast,rammstein
17607,17607,563312,620024,Lover Come Back (To Me),Dead Or Alive,2003,Sneak Out! Late Night Tomfoolery for the Early Adolescent,2005.0,,Dont Look Back,top dead center
17662,17662,808916,97838,Hard Times Come Easy,Richie Sambora,1997,Glastonbury 2015,2015.0,Day 3: Part 1 (#1.17),Easy,lionel richie
17707,17707,444006,653708,In The Midnight Hour,Wilson Pickett,1965,The Commitments,1991.0,,In The Midnight Hour,wilson pickett+steve cropper+andrew strong+with angeline ball+maria doyle+bronagh gallagher
17746,17746,474185,217079,Dark End Of The Street (Album Version),Kevin Mahogany,1996,So You Think You Can Dance,2005.0,Top 12 Results (#2.15),Its the End of the Road,kevin savigar+matt goss
17762,17762,953214,116034,Like This,Christian Scott,2006,I Used to Be Fat,2010.0,Terra,This Could Be The Moment,michÌ¬le vice-maslin phil cordaro+britney christian
18119,18119,454611,44398,The Lady Makes Demands (LP Version),The J. Geils Band,1973,Charlies Angels,1976.0,Angels in the Wings (#2.10),Where Is My Lady,edward j. lakso
18125,18125,119201,342264,You Learn (Acoustic Album Version),Alanis Morissette,2005,Alanis Morissette: Feast on Scraps,2002.0,,You Learn,alanis morissette  / glen ballard+alanis morissette
18181,18181,509771,25961,You Don't Just Want To Break Me,Hawksley Workman,0,Being Human,2011.0,Wouldnt It Be Nice (If We Were Human) (#1.4),You Dont Just Want To Break Me (You Want To Tear Me Apart),hawksley workman
18581,18581,914599,253868,I'm A Man Of Constant Sorrow,The Stanley Brothers;The Clinch Mountain Boys,1951,The Marty Stuart Show,2008.0,Ralph Stanley and the Clinch Mountain Boys (#2.10),Man of Constant Sorrow,ralph stanley+the clinch mountain boys
18692,18692,177422,491578,Gun Street Girl,Tom Waits,1985,Jersey Girl,1992.0,,JERSEY GIRL,tom waits+jack mack+the heart attack
18836,18836,828845,519850,Cocinando,Ray Barretto,1972,Little Birds,2011.0,,Cocinando Suave,ray barretto
18868,18868,46964,519850,Cocinando Suave,Ray Barretto,1962,Little Birds,2011.0,,Cocinando Suave,ray barretto
18892,18892,153694,599923,Sink Into The Frame Of The Portrait,Dream Warriors,1994,Rude,1995.0,,Sink Into the Frame of the Portrait,the dream warriors
18949,18949,19270,263138,Jesus_ Lover Of My Soul (Jesu Joy Of Mans Desire),Richard Smallwood,0,The Ren & Stimpy Show,1991.0,A Scooter for Yaksmas (#5.10),Joy to the World 59,richard harvey
18951,18951,615806,263138,All The Love In The World,Richard Clayderman,1990,The Ren & Stimpy Show,1991.0,A Scooter for Yaksmas (#5.10),Joy to the World 59,richard harvey
19135,19135,421264,361852,Salome (1999 Digital Remaster): Wo ist Salome? Wo ist die Prinzessin?,Herbert von Karajan/Wiener Philharmoniker/Hildegard Behrens/Karl-Walter BÌ¦hm/Agnes Baltsa/JosÌ© Van Dam/Wieslaw Ochman/HeljÌ_ Angervo/Heinz Zednik/David Knutson/Martin Vantin/Gerhard Unger/Erich Kunz/Jules Bastin/Dieter Ellenbeck/Gerd Nienstedt/Kurt Rydl/He,0,Be Here to Love Me: A Film About Townes Van Zandt,2004.0,,Waitin Round to Die,townes van zandt
19156,19156,737657,361852,Waitin' Round to Die,Townes Van Zandt,1987,Be Here to Love Me: A Film About Townes Van Zandt,2004.0,,Waitin Round to Die,townes van zandt
19177,19177,823913,523292,Adoro,Armando Manzanero,2002,Los amores de Juan Charrasqueado,1968.0,,Adoro,armando manzanero
19371,19371,868023,385291,A Garden In The Rain (Digitally Remastered),The Four Aces,0,Carol,2015.0,,A Garden in the Rain,al alberts+the four aces+carroll gibbons+james dyrenforth
19392,19392,29870,693386,There's No Business Like Show Business (Reprise #2),Bernadette Peters/Annie Get Your Gun - 1999 Broadway Cast,0,Theres No Business Like Show Business,1954.0,,Theres No Business Like Show Business,irving berlin+the cast
19395,19395,706936,693386,I Cain't Say No,Gordon MacRae_ Shirley Jones & Cast,0,Theres No Business Like Show Business,1954.0,,Theres No Business Like Show Business,irving berlin+the cast
19594,19594,21087,177091,Break It To Me Gently,Brenda Lee,1987,Pan Am,2011.0,Truth or Dare (#1.7),Break It to Me Gently,brenda lee
19606,19606,11830,572833,Ishq Mera Bandagi Hai,Kishore Kumar / Asha Bhosle,0,Pati Parmeshwar,1958.0,,Meri Thokar Se Dharti Ka Bhagyachakra Ghumta Hai  Main Hoon,avinash vyas+asha bhosle
19607,19607,850213,572833,Na Satra Se Upar,Asha Bhosle_ Omi_ Mohd. Rafi,0,Pati Parmeshwar,1958.0,,Meri Thokar Se Dharti Ka Bhagyachakra Ghumta Hai  Main Hoon,avinash vyas+asha bhosle
19608,19608,27898,572833,Aaja Aaja Main Hoon Pyar Tera,Asha Bhosle & Mohd. Rafi,0,Pati Parmeshwar,1958.0,,Meri Thokar Se Dharti Ka Bhagyachakra Ghumta Hai  Main Hoon,avinash vyas+asha bhosle
19678,19678,790947,282147,Ich Ruf Zu Dir_ Herr Jesu Christ,Johann Sebastian Bach,0,The Virginian,1962.0,The Invaders (#2.15),Jesu  Joy of Mans Desiring,johann sebastian bach
