,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
6628,6628,754254,225343,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Stargate SG-1,1997.0,Origin (#9.3),End Title,joel goldsmith
6631,6631,541671,225343,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997.0,Origin (#9.3),End Title,joel goldsmith
6742,6742,835221,325321,Love Is Only You,Thunderclap Newman Featuring Zoot Money,0,ÌÛnima,2009.0,(#3.15),You Can Leave Your Hat On,randy newman
6779,6779,803855,299939,Thank You Love,Brian & Tony Gold,0,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6784,6784,819890,299939,If Love Is The Drug,The Brian Jonestown Massacre,2004,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6785,6785,945769,299939,This Is the One Thing We Did Not Want to Have Happen,The Brian Jonestown Massacre,2010,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6796,6796,98187,299939,One Of The Ones Who Did,Brian McKnight / Kirk Franklin,2003,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6799,6799,856031,299939,Love & Mercy,Brian Wilson,2001,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6800,6800,639555,299939,A Christmas Love Song,The Manhattan Transfer,1992,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
6817,6817,84820,38970,Gunpowder & Lead,Miranda Lambert,2009,CMT Top 20 Countdown,2001.0,(2007-11-29),Gunpowder and Lead,miranda lambert+jack ingram
6851,6851,419466,348150,I Got Ants In My Pants_ Part 1,James Brown,0,An Alternative Reality: The Football Manager Documentary,2014.0,,My Hands,grey reverend+l. brown
6856,6856,207673,348150,My Romance,Ray Brown Trio,1991,An Alternative Reality: The Football Manager Documentary,2014.0,,My Hands,grey reverend+l. brown
6899,6899,149984,348150,All In My Mind,Maxine Brown,1960,An Alternative Reality: The Football Manager Documentary,2014.0,,My Hands,grey reverend+l. brown
6923,6923,361976,210356,Heart Of Stone,The Rolling Stones,1964,Shindig!,1964.0,(#1.26),Heart of Stone,mick jagger+keith richards+the rolling stones
6932,6932,61456,81612,Last Day On Earth,Pink Turns Blue,2007,Ellen: The Ellen DeGeneres Show,2003.0,Judge Judy Sheindlin/Jacob Tremblay/Sia (#13.93),Todays the Day,pink
6969,6969,917310,240895,We Built This City,Starship,1985,The Code,2014.0,(#1.2),We Built This City,bernie taupin+martin page+dennis lambert+pÌ©ter wolf+jefferson starship
7036,7036,61456,81648,Last Day On Earth,Pink Turns Blue,2007,Ellen: The Ellen DeGeneres Show,2003.0,Leonardo DiCaprio/Eva Longoria/Stephen tWitch Boss (#13.77),Todays the Day,pink
7059,7059,455437,395100,Moon River (LP Version),Johnny Crawford,0,Cold Chisel Ringside,2004.0,,Big River,johnny cash+cold chisel
7077,7077,494368,395100,So Long To the Red River Valley,Johnny Bond and The Red River Boys,2005,Cold Chisel Ringside,2004.0,,Big River,johnny cash+cold chisel
7086,7086,85167,395100,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Cold Chisel Ringside,2004.0,,Big River,johnny cash+cold chisel
7161,7161,158388,305144,Dos EspaÌ±oles_ Tres Opiniones,Vainica Doble,1973,Tres eran tres,1972.0,,Tres eran tres las hijas de Elena,vainica doble
7166,7166,573351,325454,Every Time I Close My Eyes,Babyface,1996,Ìdolos,2003.0,Gala 1 - Meu Ìdolo (#1.9),How Could An Angel Break My Heart,toni braxton+kenneth babyface edmonds+dÌ©bora gonÌ¤alves
7170,7170,359921,325454,How Could An Angel Break My Heart,Kenny G with Toni Braxton,1997,Ìdolos,2003.0,Gala 1 - Meu Ìdolo (#1.9),How Could An Angel Break My Heart,toni braxton+kenneth babyface edmonds+dÌ©bora gonÌ¤alves
7180,7180,135539,177869,All For You (Phillip D Mix),Kate Ryan,0,Parenthood,2010.0,Keep on Rowing (#4.12),Do With You (feat. Ben Folds),ryan lerman+ben folds
7181,7181,617574,177869,The Beat Goes On (Dance Mix Feat. G. Faulkner),Ryan Paris,2006,Parenthood,2010.0,Keep on Rowing (#4.12),Do With You (feat. Ben Folds),ryan lerman+ben folds
7200,7200,425869,30622,The Slightest Touch,Five Star,1986,Big Brothers Bit on the Side,2011.0,(2012-09-01)} {{SUSPENDED},The Slightest Touch,five star
7242,7242,832783,164550,Love Theme Dusk,Mike Foyle vs. Signalrunners,0,NYPD Blue,1993.0,Little Abner (#7.11),NYPD Blue Theme,mike post
7310,7310,757063,619308,I Love The Night,Blue Oyster Cult,1977,Small Soldiers,1998.0,,Love Removal Machine,ian astbury+billy duffy+the cult
7334,7334,66313,365565,MacArthur Park,Jimmy Webb,1996,Bette Midler in Concert: Diva Las Vegas,1997.0,,MacArthur Park,jimmy webb+bette midler
7369,7369,898938,510455,Let It Roll,The Nextmen / Alice Russell,2007,Laggies,2014.0,,Let Go (Breakdown),alice russell+alice russell    alex cowan
7467,7467,473427,511954,Music Of The Night - Sound-a-like Cover,West End Orchestra & Singers,0,Last Night,2010.0,,Seeds of Night,derek fudesco+marty lund+peter quirk+the cave singers
7511,7511,65892,511954,Seeds Of Night,The Cave Singers,2007,Last Night,2010.0,,Seeds of Night,derek fudesco+marty lund+peter quirk+the cave singers
7529,7529,70041,671330,Dance The Night Away,Jimmy Martin,0,The Longest Yard,2005.0,,Fly Away,kenneth karlin+andrea martin   as adrea monica martin+ivan a. matias+carsten shack+nelly+tracie spencer
7592,7592,940850,651185,Don't You (Forget About Me) (Live),Simple Minds,1988,The Breakfast Club,1985.0,,Dont You (Forget About Me),simple minds
7729,7729,859316,574530,Today Is The Day  (LP Version),David Meece,0,Perdona si te llamo amor,2014.0,,One Day,david schreurs+vincent degiorgio+caro emerald
7778,7778,708631,574530,One Thing After Another,David Devant and His Spirit Wife,1999,Perdona si te llamo amor,2014.0,,One Day,david schreurs+vincent degiorgio+caro emerald
7806,7806,523943,574530,One Fine Day,David Byrne & Brian Eno,2008,Perdona si te llamo amor,2014.0,,One Day,david schreurs+vincent degiorgio+caro emerald
7830,7830,250361,331391,I Know I'll Meet My Mother After All,Walter Smith & Friends,0,A Bear for Punishment,1951.0,,That Wonderful Mother of Mine,walter goodwin
7881,7881,237028,503761,Bizet: Carmen: Je vais danser en votre honneur,Georges Bizet,0,Kotia pÌ_in,1989.0,,Votre toast  je peux vous le rendre,georges bizet+tiit kuusik
7914,7914,349262,301941,Song For The Yellow Jacket Avenger,Wooden Stars,1995,Top of the Pops,1964.0,(1982-12-30),The Clapping Song,lincoln chase+the belle stars
8022,8022,157054,129638,Main Title,The Boston Pops Orchestra / John Williams,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8028,8028,712305,129638,New York_ New York (Main Theme),The Boston Pops Orchestra / John Williams,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8029,8029,798089,129638,Love Theme,The Boston Pops Orchestra / John Williams,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8048,8048,163194,129638,Suite from Born on the Fourth of July/I.  Theme from Born on the Fourth of July,John Williams;The Boston Pops Orchestra,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8055,8055,639217,129638,Astro Boy - Opening Theme,John Ottman,2009,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8080,8080,263188,129638,God's Theme,John Debney,2007,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8089,8089,599342,129638,Halloween - Theme,John Carpenter,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8127,8127,858536,129638,SNOW WHITE: A Tale Of Terror: Theme,John Ottman,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
8163,8163,900566,531287,You Can't Win,Michael Jackson,2004,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8164,8164,900933,531287,How Am I Supposed To Live Without You,Michael Bolton,1989,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8170,8170,570051,531287,But I Want More (Live At The Reading Rock Festival_ 29th August 1982),The Michael Schenker Group,0,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8181,8181,797179,531287,Will You Love Me Tomorrow,The Michael Stanley Band,1977,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8194,8194,778454,531287,I Will Love You All My Life,Michael English,0,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8209,8209,538438,531287,Run Come (Throw Away Your Stoney Heart),Ras Michael / The Sons Of Negus,1974,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8210,8210,115144,531287,Why You Wanna Trip On Me,Michael Jackson,1991,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8223,8223,103441,531287,You Are No Good - Original,Michael Prophet,0,Making the Grade,1984.0,,Come If You Want To,michael linn+richard kraft
8284,8284,348706,100254,Good Lovin',Sam & Dave,1987,Good Times,1974.0,Thelmas African Romance: Part 2 (#4.16),Good Times,dave grusin+james gilstrap+blinky
8332,8332,949701,678319,Hit Me With Your Rhythm Stick (Live),Ian Dury & The Clash,0,The Philly Kid,2012.0,,Your Love Is Convenient,ian honeyman+mark bates+daniel rojas
8334,8334,577135,627064,Is It Wrong (For Loving You),Warner mack,0,Spun,2002.0,,Gotta Get to Know You,foghat+arrangement with warner special products
8335,8335,825930,627064,I'll Still Be Missing You,Warner mack,0,Spun,2002.0,,Gotta Get to Know You,foghat+arrangement with warner special products
8338,8338,568846,627064,Where'm I Gonna Live When I Get Home,Warner Williams and Jay Summerour,0,Spun,2002.0,,Gotta Get to Know You,foghat+arrangement with warner special products
8372,8372,70050,501209,View From A Bridge (Raw Remix) (Edit),Kim Wilde,1987,Kim Wilde: The Video Music Collection,1984.0,,View From A Bridge,kim wilde
8389,8389,671731,360652,Act I: Summertime,Joe Henderson / Chaka Khan,1997,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8394,8394,430734,360652,Lost My Connection,Country Joe McDonald,0,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8396,8396,89482,360652,California On My Mind (LP Version),Tony Joe White,0,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8417,8417,242785,360652,Hold what you got,JOE TEX,1969,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8437,8437,10819,360652,I Feel Like I'm Fixin To,Country Joe & The Fish,0,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8444,8444,559161,360652,Greatest Moment Of My Life,Joe Barry,0,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
8475,8475,117822,464282,It's Hard to Be Me,Cyndi Lauper,2002,Hard to Be Me,2010.0,,Its Hard to Be Me,cyndi lauper+rob hyman+william wittman
8483,8483,6139,694050,Things Behind The Sun,Nick Drake,1972,Things Behind the Sun,2001.0,,Things Behind the Sun,nick drake
8499,8499,917254,694050,Reach Out For The Sun,Nick Heyward,1996,Things Behind the Sun,2001.0,,Things Behind the Sun,nick drake
8562,8562,738933,700525,El Lado Oscuro Del Amor,Alejandro Fernandez,2007,Torrente  el brazo tonto de la ley,1998.0,,El torito guapo,alejandro cintas+e. frade+el fary
8565,8565,427964,700525,El Alma Al Aire (en vivo desde Buenos Aires),Alejandro Sanz,2007,Torrente  el brazo tonto de la ley,1998.0,,El torito guapo,alejandro cintas+e. frade+el fary
8577,8577,633020,522015,Diggin' Me_ Diggin' You,Martin Sexton,0,London Boulevard,2010.0,,Devil In Me,martin trimble+22-20s
8597,8597,874925,522015,Now I Lay Me Down To Dream,Tony Martin,0,London Boulevard,2010.0,,Devil In Me,martin trimble+22-20s
8802,8802,521755,445924,Without Your Love,Aaron Tippin,0,Friday Night Lights,2004.0,,Your Hand in Mine,christopher hrasky+munaf rayani+mark thomas smith+michael aaron james+explosions in the sky
8815,8815,374917,445924,I Want To Be Your Baby (LP Version),Carla Thomas,1969,Friday Night Lights,2004.0,,Your Hand in Mine,christopher hrasky+munaf rayani+mark thomas smith+michael aaron james+explosions in the sky
8902,8902,400357,552080,Don't You Miss Me A Little Bit Baby,Jimmy Ruffin,1969,Nackt,2002.0,,If Anything Happened to You,jimmy van heusen+ella fitzgerald
8903,8903,49340,552080,Maria (You Were The Only One),Jimmy Ruffin,1989,Nackt,2002.0,,If Anything Happened to You,jimmy van heusen+ella fitzgerald
8905,8905,670898,552080,The Song Is You (LP Version),Jimmy Giuffre,1957,Nackt,2002.0,,If Anything Happened to You,jimmy van heusen+ella fitzgerald
8982,8982,960060,552080,For You,Sharon Van Etten,2009,Nackt,2002.0,,If Anything Happened to You,jimmy van heusen+ella fitzgerald
8987,8987,229094,552080,Have I Told You Lately That I Love You,Van Morrison,1992,Nackt,2002.0,,If Anything Happened to You,jimmy van heusen+ella fitzgerald
8999,8999,228192,386647,Little Curly Hair In A High Chair,Helen O'Connell & the Jimmy Dorsey Orchestra,2000,Catch Me If You Can,2002.0,,Im Shooting High,jimmy mchugh+ellis hall+bebopera
9037,9037,763659,250347,Medley: You Made Me Love You (I Didn't Want To Do It) / For Me And My Gal / The Trolley Song,Judy Garland,0,The Judy Garland Show,1963.0,(#1.1),Be My Guest,judy garland+donald oconnor
9055,9055,831783,564970,My Daughters (Live),Bob Saget,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9063,9063,805034,564970,When I Paint My Masterpiece (Live) (2001 Digital Remaster),The Band With Bob Dylan,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9122,9122,761448,564970,All My Love,Mike Dunn & The Kings Of New England,2009,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9143,9143,914641,564970,All In Hand,Rosemary's Sons,2002,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9145,9145,336049,564970,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9147,9147,913334,564970,Raising my Family (single mix),Sound of R.E.L.S.,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9164,9164,506597,564970,I Am Here (12' Extended Mix),The Grapes Of Wrath,1994,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9167,9167,793448,564970,Heaven on My Mind,The Original Five Blind Boys Of Alabama,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9205,9205,63522,564970,No One Wished To Settle Here,Mouth Of The Architect,2006,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9224,9224,486535,564970,Where's My Jet Pack,Birds Of Avalon,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9227,9227,940802,564970,The Detective: I Think E.t. Is Involved In My Family,Youth Pictures Of Florence Henderson,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9282,9282,618915,564970,Song For My Friends,Jim Bob,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9329,9329,28288,564970,Happy Birthday My Darlin',Bob Gallion,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9333,9333,534950,564970,Diesel On My Tail,New Riders of The Purple Sage,1993,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9376,9376,95640,564970,Hand Me Down,Cry Of Love,0,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9378,9378,331643,564970,Satisfy My Soul,Bob Marley & The Wailers,2005,On the Old Spanish Trail,1947.0,,Here Is My Helping Hand,bob nolan+the sons of the pioneers
9458,9458,193049,349827,I Quit My Job,Hot Club De Paris,2006,Angelina Ballerina: Shining Star Trophy Movie,2011.0,,My Way,jules de jongh+jo wyatt
9467,9467,854082,349827,My Blue Heaven,Yvonne De Carlo,0,Angelina Ballerina: Shining Star Trophy Movie,2011.0,,My Way,jules de jongh+jo wyatt
9591,9591,394731,50499,I Wanna be a Navy Pilot,The Sun Harbor's Chorus-Documentary Recordings,0,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
9606,9606,439167,50499,If It Wasn't For You featuring De La Soul and Starchild Excalibur (Instrumental Version),Handsome Boy Modeling School,2004,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
9617,9617,942498,50499,You Better You Bet,The Who,1981,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
9628,9628,129970,50499,You Don't Love Me No More,Billy Boy Arnold,1963,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
9634,9634,496339,50499,As I Watch The Sun FXXk The Ocean,Boy Hits Car,2001,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
9652,9652,859205,155546,My Bottleneck (Story),Fred McDowell,0,MisteRogers Neighborhood,1968.0,1150 (#4.20),Wont You Be My Neighbor?,fred rogers
9655,9655,461003,155546,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1150 (#4.20),Wont You Be My Neighbor?,fred rogers
9657,9657,80699,155546,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,MisteRogers Neighborhood,1968.0,1150 (#4.20),Wont You Be My Neighbor?,fred rogers
9658,9658,112762,155546,You And Me Against The World,Roy Rogers,0,MisteRogers Neighborhood,1968.0,1150 (#4.20),Wont You Be My Neighbor?,fred rogers
9669,9669,548559,155546,Hey You In The Neighborhood,Fred Wesley,0,MisteRogers Neighborhood,1968.0,1150 (#4.20),Wont You Be My Neighbor?,fred rogers
9691,9691,882634,457246,Hell On Wheels,Kill Memory Crash,2008,Grand Theft Auto IV: The Lost and Damned,2009.0,,Hell on Wheels,kill memory crash
