,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
128590,128590,128590,48374,227688,Introduction,Simcoe Street Mob,0,Studio One,1948.0,Johnny August (#8.18),Introduction from ,nikolai rimsky-korsakov
128591,128591,128591,48374,227723,Introduction,Simcoe Street Mob,0,Studio One,1948.0,Mark of Cain (#5.19),Introduction from ,nikolai rimsky-korsakov
128592,128592,128592,48374,227756,Introduction,Simcoe Street Mob,0,Studio One,1948.0,None But My Foe (#3.25),Introduction from ,nikolai rimsky-korsakov
128593,128593,128593,48374,227774,Introduction,Simcoe Street Mob,0,Studio One,1948.0,Presence of the Enemy (#10.19),Introduction from ,nikolai rimsky-korsakov
128594,128594,128594,48374,227799,Introduction,Simcoe Street Mob,0,Studio One,1948.0,Side Street (#6.24),Introduction from ,nikolai rimsky-korsakov
128595,128595,128595,48374,227832,Introduction,Simcoe Street Mob,0,Studio One,1948.0,The Brotherhood of the Bell (#10.14),Introduction from ,nikolai rimsky-korsakov
128596,128596,128596,48374,227838,Introduction,Simcoe Street Mob,0,Studio One,1948.0,The Dangerous Years (#4.11),Introduction from ,nikolai rimsky-korsakov
128597,128597,128597,48374,227972,Introduction,Simcoe Street Mob,0,Studio One,1948.0,The Shadow of a Man (#3.14),Introduction from ,nikolai rimsky-korsakov
128598,128598,128598,48374,227985,Introduction,Simcoe Street Mob,0,Studio One,1948.0,The Storm (#1.1),Introduction from ,nikolai rimsky-korsakov
128599,128599,128599,48374,228012,Introduction,Simcoe Street Mob,0,Studio One,1948.0,The Wings of the Dove (#4.26),Introduction from ,nikolai rimsky-korsakov
128600,128600,128600,48374,228028,Introduction,Simcoe Street Mob,0,Studio One,1948.0,Treasure Island (#4.34),Introduction from ,nikolai rimsky-korsakov
129711,129711,129711,48523,360272,Would I Love You,Orioles,0,Barney Safety,1995.0,,I Love You,music: traditional
129926,129926,129926,48523,498670,Would I Love You,Orioles,0,Kaun Kare Kurbanie,1991.0,,I Love You,kalyanji veerji shah+anandji veerji shah
133387,133387,133387,49416,700138,In The Summertime,Jeremy Oates & The Music Makers,0,Top of the Pops: The Story of 1980,2015.0,,In the Summertime,ray dorset+mungo jerry
133958,133958,133958,49690,578995,Ma PrÌ©fÌ©rence (Live),Julien Clerc,1994,Podium,2004.0,,Ma PrÌ©fÌ©rence,benoÌ¨t poelvoorde
135319,135319,135319,50497,649546,Waiting For The Big Break,Stray,0,The Big Tease,1999.0,,Waiting For A Break,matthew hardwidge+phelim byrne+day one
137126,137126,137126,50990,316986,Welcome to My World,We Rock Like Girls Don't,0,Welcome to My Study,2007.0,,Welcome to My Study,mitch magee
137172,137172,137172,50990,383469,Welcome to My World,We Rock Like Girls Don't,0,Campfire Stories,2001.0,,Welcome to My Hell,manic cirkus
137473,137473,137473,51177,394723,Feel The Heat,Vomito Negro,1989,Cobra,1986.0,,Feel the Heat,
137476,137476,137476,51177,435606,Feel The Heat,Vomito Negro,1989,Fahrenheit,1995.0,,Feel The Heat,lou naudeau
139375,139375,139375,51598,11478,Think,Vicki Anderson / James Brown,0,American Idol: The Search for a Superstar,2002.0,American Idol: The Final Five 04,Think,aretha franklin+teddy white+diana degarmo
139376,139376,139376,51598,11848,Think,Vicki Anderson / James Brown,0,American Idol: The Search for a Superstar,2002.0,Semifinalist Boys Perform (#11.14),Think,aretha franklin+teddy white+adam brock
139416,139416,139416,51598,196500,Think,Vicki Anderson / James Brown,0,Rock & Roll Jeopardy!,1998.0,,Think!,merv griffin
141872,141872,141872,52322,467003,La Vie En Rose,Victoria Abril,2007,Heaven Scent,1956.0,,La Vie en Rose,louiguy
143898,143898,143898,53005,599389,I Am In Love,Ella Fitzgerald,1961,Roulette,1978.0,,In Love,andreas erich beurmann )
144131,144131,144131,53070,415246,Goodnight Boys,Tim Rogers,2007,Dil Kabaddi,2008.0,,Goodnight,virag mishra+sachin gupta+jaspreet singh+monali+poroma banerjee
144514,144514,144514,53551,548836,Subatomic Disco Divas,Otto von Schirach,2008,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
146539,146539,146539,54415,390088,Move On,Waking Eyes,0,Chicago,2002.0,,I Move On,john kander+renÌ©e zellweger+catherine zeta-jones
146547,146547,146547,54415,645006,Move On,Waking Eyes,0,The 62nd Annual Tony Awards,2008.0,,Move On,stephen sondheim+jenna russell+daniel evans
146792,146792,146792,54612,643487,Volunteers,Marty Balin,1992,The 60s,1999.0,,Volunteers,marty balin+paul kantner+jefferson airplane
147721,147721,147721,54744,572481,La Danse De Mardi Gras (The Mardi Gras Dance),Savoy-Doucet Cajun Band,2004,Passion Fish,1992.0,,La Danse De Mardi Gras,stuart schulman
147790,147790,147790,54807,48681,En la otra orilla,Rosana,2001,CompaÌ±eros,1998.0,Nos han engaÌ±ado (#8.5),En la otra orilla,rosana arbelo
148537,148537,148537,54999,251447,My Fair Lady,the bird and the bee,2007,The Late Late Lien Show,1979.0,(#2.3),My Fair Lady-medley,frederick loewe+gerard cox+wieteke van dort
149629,149629,149629,55255,142137,Dream Police,Cheap Trick,1979,Lost,2004.0,The Lie (#5.2),Dream Police,rick nielsen+cheap trick
149642,149642,149642,55255,389291,Dream Police,Cheap Trick,1979,Cheap Trick: From Tokyo to You,2004.0,,Dream Police,rick nielsen+cheap trick
150147,150147,150147,55351,398573,Sirens Of The Sea,Bryan Savage,0,Coraline,2009.0,,Sirens of the Sea,michele mariana+henry selick
152324,152324,152324,56486,331789,The Man With The Magic Touch,The Brian Setzer Orchestra,1996,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
153056,153056,153056,56813,537397,Streets of Laredo,The Grassmasters,0,Mega Snake,2007.0,,Streets Of Laredo,
155590,155590,155590,57721,548836,Aber der Wagen_ der rollt,Peter Alexander & der koreanische Kinderchor,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
155680,155680,155680,57832,437417,The Man On The Flying Trapeze,Eddie Cantor,1994,Father of the Bird,1997.0,,The Flying Trapeze,gaston lyle
155686,155686,155686,57832,500215,The Man On The Flying Trapeze,Eddie Cantor,1994,Kid Millions,1934.0,,The Man on the Flying Trapeze,gaston lyle+eddie cantor
155713,155713,155713,57832,695565,The Man On The Flying Trapeze,Eddie Cantor,1994,Thousands Cheer,1943.0,,The Daring Young Man on the Flying Trapeze,gaston lyle
155714,155714,155714,57832,699730,The Man On The Flying Trapeze,Eddie Cantor,1994,Too Many Blondes,1941.0,,The Man on the Flying Trapeze,alfred lee+george leybourne+walter okeefe+rudy vallee+accompanied by bouncing ball audience sing-along
162542,162542,162542,59541,88218,Clear Blue Day In Limbo,Stew,2003,Felicity,1998.0,Portraits (#2.9),Clear Blue Day,amy jo johnson
169903,169903,169903,61728,441273,You've Really Got A Hold On Me,Smokey Robinson & The Miracles,1990,Flipped,2010.0,,Youve Really Got A Hold On Me,smokey robinson+the miracles
172257,172257,172257,61880,50499,When I See You,Macy Gray,2002,Cougar Town,2009.0,Free Fallin (#2.20),I See You,the boy who trapped the sun
174223,174223,174223,62055,438652,Sweet Lovin' Baby,Jimmy Witherspoon,2005,Fido,2006.0,,Sweet Lovin Baby,jimmy witherspoon
174511,174511,174511,62099,1739,All By Myself,Stanley Turrentine,0,20 to 1,2005.0,Scene-Stealing Songs (#8.12),All By Myself,eric carmen+sergei rachmaninoff
174566,174566,174566,62099,360718,All By Myself,Stanley Turrentine,0,Barney: Lets Go to the Moon,2013.0,,By Myself,holly doubet
175717,175717,175717,62183,643479,Mr. Tambourine Man,Bob Dylan,1965,The 60s,1999.0,,Mr. Tambourine Man,bob dylan
177487,177487,177487,62701,79581,Silent Night,Zach Gill,2008,Eastbound & Down,2009.0,Chapter 28 (#4.7),Silent Night,franz gruber+joseph mohr
177506,177506,177506,62701,242626,Silent Night,Zach Gill,2008,The Dog Rescuers,2013.0,Christmas Special (#2.13),Silent Night,
177541,177541,177541,62701,557772,Silent Night,Zach Gill,2008,Nitro Circus: The Movie,2012.0,,Silent Night,ian a lover+luftshansia
177552,177552,177552,62701,628474,Silent Night,Zach Gill,2008,Star in the Night,1945.0,,Silent Night  Holy Night,franz gruber+a chorus at the end
177644,177644,177644,62822,570301,Rum Cay,Jan Hammer,1987,Palm Harbor Vice 2: Brotherhood of the Monkey,1993.0,,Rum Cay,jan hammer
182144,182144,182144,64404,420475,Babes In the Wood,Tim Van Eyken,2006,Down Terrace,2009.0,,Babes in the Wood,simon smith+paul george+simon walker+robert hill
182596,182596,182596,64466,198419,Let Him Fly,Patty Griffin,1996,Royal Pains,2009.0,Strategic Planning (#1.3),Let Her Fly,the jband
182637,182637,182637,64466,620333,Let Him Fly,Patty Griffin,1996,Snowriders II,1997.0,,Let Him Fly,patti griffin
184117,184117,184117,65020,548836,Locker,Stef Der Crashtest,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
185237,185237,185237,65374,632962,I Hate This Town,Lucky Bishops,0,Stuck in the Past,2007.0,,I Hate This Town,dave moody+leslie bowen
186169,186169,186169,65755,57474,Hey Ya,Will Young,2003,Dancing with the Stars,2004.0,(#10.2),Hey Ya,andrÌ© benjamin
186193,186193,186193,65755,306826,Hey Ya,Will Young,2003,Tu cara me suena,2011.0,(#3.14),Hey Ya,andrÌ© benjamin+xuso jones
186691,186691,186691,65892,511954,Seeds Of Night,The Cave Singers,2007,Last Night,2010.0,,Seeds of Night,derek fudesco+marty lund+peter quirk+the cave singers
187054,187054,187054,66058,85495,Good King Wenceslas,Christmas Classics,0,Everybody Loves Raymond,1996.0,Christmas Present (#5.11),Good King Wenceslas,john m. neale
187114,187114,187114,66058,558910,Good King Wenceslas,Christmas Classics,0,Noel,2004.0,,Good King Wenceslas,arthur holden
188001,188001,188001,66212,176623,November,Blonde On Blonde,1970,P.O.V.,1988.0,Racing Dreams (#24.15),Mr. November,matthew berninger+aaron dessner+the national
188021,188021,188021,66313,365565,MacArthur Park,Jimmy Webb,1996,Bette Midler in Concert: Diva Las Vegas,1997.0,,MacArthur Park,jimmy webb+bette midler
188032,188032,188032,66313,453056,MacArthur Park,Jimmy Webb,1996,Glen Campbell: Ill Be Me,2014.0,,MacArthur Park,jimmy webb+glen campbell
189015,189015,189015,67124,149710,Lean On Me,Bill Withers,1972,Masters Snooker,1975.0,2016: Day 7  Part 1,Lean On,major lazer+dj snake  ft. mÌ÷
189728,189728,189728,67474,373781,Shiver,Xavier Rudd,2008,Bootmen,2000.0,,Shiver,oblivia
191423,191423,191423,67643,331789,Opening Titles,Brian Tyler,2007,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
191591,191591,191591,67651,440143,Cat People (Putting Out Fire),Giorgio Moroder / David Bowie,1982,Firestorm,1998.0,,Cat People (Putting Out the Fire),giorgio moroder  / david bowie+david bowie+arrangement with universal music special markets
193245,193245,193245,68851,5745,Poker Face,Lady GaGa,2008,90210,2008.0,Zero Tolerance (#1.23),Poker Face,lady gaga
193313,193313,193313,68859,712079,Notre Dame Victory March (Notre Dame),The Mormon Tabernacle Choir,0,Varsity Show,1937.0,,The Notre Dame Victory March,michael j. shea
195158,195158,195158,69298,488424,My Wild Irish Rose,The Shamrock Singers,0,Its a Wonderful Life,1946.0,,My Wild Irish Rose,chauncey olcott+thomas mitchell
195289,195289,195289,69313,424302,Trouble In Mind,Tennessee Ernie Ford,0,Eagles in the Chicken Coop,2010.0,,Troubled Mind,mia+jonah
196015,196015,196015,69726,51909,Left For Dead,Voodoo Glow Skulls,1998,Criminal Minds,2005.0,Legacy (#2.22),Left for Dead,citizen cope
198745,198745,198745,71124,438410,Cattle Call,Tex Ritter,2004,Feudin Rhythm,1949.0,,Cattle Call,tex owens+eddy arnold
198750,198750,198750,71124,567201,Cattle Call,Tex Ritter,2004,Opry Video Classics: Pioneers,2007.0,,Cattle Call,tex owens+eddy arnold
198804,198804,198804,71162,125400,Shut Up!,Tommy Tee,0,Junior Eurosong 2008,2008.0,Halve finale (#1.3),Shut Up!,oliver symons
199835,199835,199835,71351,5778,Way Off,Tony Senghore,0,@Elevenish,2016.0,(#1.10),Wax Off,nick kingsley+james donald davies
199943,199943,199943,71472,121719,Superstar,yoomiii,2007,Isas stepz,2008.0,Daniella (#3.15),Supernova Superstar,music+lyrics: peter biker+jan rÌürdam+sarah west
201421,201421,201421,72003,514636,Freedom Song,Wadada Leo Smith,0,Left Behind II: Tribulation Force,2002.0,,Freedom Song,matt brouwer
201808,201808,201808,72174,270564,Just In Time,Shirley Scott / Stanley Turrentine,1965,The Steve Allen Show,1956.0,(1960-05-16),Just In Time,jule styne+tony bennett   with the ralph sharon  quintet+bobby hackett
201913,201913,201913,72174,731246,Just In Time,Shirley Scott / Stanley Turrentine,1965,Yves Montand on Broadway,1961.0,,Just in Time,jule styne+yves montand
205299,205299,205299,73695,548836,Good Man Down (Album Version),Joe Walsh,1985,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
206338,206338,206338,74323,548836,Sea Of Heartbreak,Joe Brown / The Bruvvers,1992,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
208426,208426,208426,74997,182126,Lucy In The Sky With Diamonds,Elton John / John Lennon,1974,Play for Today,1970.0,The Flipside of Dominick Hide (#11.8),Lucy in the Sky with Diamonds,john lennon+paul mccartney
210497,210497,210497,75441,322402,Blue Skies,Bobby Darin,0,You Bet Your Life,1950.0,(#2.30),Blue Skies,irving berlin+television orchestra under the leadership of buddy collette
210554,210554,210554,75734,74412,Travel Song Medley,Dora The Explorer,0,Dora the Explorer,2000.0,Hic-Boom-Ohhh (#1.3),Travel Song Medley,harrison chad+kathleen herles
210555,210555,210555,75734,74547,Travel Song Medley,Dora The Explorer,0,Dora the Explorer,2000.0,Quack! Quack! (#2.22),Travel Song Medley,harrison chad+kathleen herles
210556,210556,210556,75734,74777,Travel Song Medley,Dora The Explorer,0,Dora the Explorer,2000.0,The Happy Old Troll (#2.11),Travel Song Medley,harrison chad+kathleen herles
211170,211170,211170,75820,391831,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Chronik der Anna Magdalena Bach,1968.0,,Mass in B Minor  BWV 232,johann sebastian bach
211322,211322,211322,75922,210178,Thou Shalt Not Steal (Album Version),Dick & Dee Dee,0,Shindig!,1964.0,(#1.19),Thou Shalt Not Steal,dick+dee dee
211609,211609,211609,76235,331789,2 Bad,Michael Jackson,1995,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
212087,212087,212087,76359,417678,The Little Things You Used To Do,Polly Bergen,1999,Dog Park,1998.0,,The Things That I Used To Do,garrett dutton+james h. prescott+jeffrey clemens+g. love+special sauce+arrangement with sony music licensing
212119,212119,212119,76359,453683,The Little Things You Used To Do,Polly Bergen,1999,Go Into Your Dance,1935.0,,The Little Things You Used to Do,harry warren+helen morgan   at rehearsal
212400,212400,212400,76521,636822,Barra,Habib Koite,0,Sweet  Sweet Country,2013.0,,Barra,habib koite
212653,212653,212653,76639,479339,Fumbling Towards Ecstasy,Sarah McLachlan,1999,I Love You  Dont Touch Me!,1997.0,,Fumbling Towards Ecstasy,pierre marchand+sarah mclachlan
213815,213815,213815,77161,11228,O Holy Night,Melissa McClelland,2006,American Horror Story,2011.0,Unholy Night (#2.8),O Holy Night,north star boys choir
214516,214516,214516,77344,523653,Rock & Roll,The Archies,0,Los nå¼1 de 40 en concierto,2006.0,,Rock & Roll Star,sabino mÌ©ndez+loquillo+pereza
214517,214517,214517,77344,537222,Rock & Roll,The Archies,0,Meet the Fockers,2004.0,,Rock & Roll Part 2,gary glitter+mike leander
214518,214518,214518,77344,558013,Rock & Roll,The Archies,0,No Kidding,1960.0,,Rock and Roll,edwin astley
214794,214794,214794,77404,560144,It Came Upon The Midnight Clear,The Trekky Yuletide Orchestra,0,Nothing Is Private,2007.0,,It Came Upon a Midnight Clear,edmund hamilton sears+richard storrs willis+johnny mathis+arrangement with sony bmg music entertainment
216552,216552,216552,77660,266368,Tears Of Joy,Wendy & Lisa,1989,The Royals,2015.0,Unmask Her Beauty to the Moon (#1.5),Tears of Joy,slow club
218978,218978,218978,79018,404213,Night Boat To Cairo,Madness,1979,Dance Craze,1981.0,,Night Boat to Cairo,madness
220193,220193,220193,79536,548836,Der Grottenolm,Der Plan,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
220200,220200,220200,79549,29820,How Long,Aly & Fila,0,Betas,2013.0,Strange Magic (#1.7),How Long,gary levitt+setting sun
222113,222113,222113,80197,68789,The Monkees (Theme From),The Monkees,2001,Destination Truth,2007.0,Ghosts of Masada/The Leprechaun (#3.10), (Theme From) The Monkees,tommy boyce+bobby hart+the monkees
222114,222114,222114,80197,68790,The Monkees (Theme From),The Monkees,2001,Destination Truth,2007.0,Ghosts of the Great Wall/Israeli Mermaid (#3.11), (Theme From) The Monkees,tommy boyce+bobby hart+the monkees
223004,223004,223004,80699,86786,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,Fallen Angels,1993.0,The Professional Man (#2.2),The Way You Look Tonight,jerome kern+dorothy fields+fred astaire
223405,223405,223405,80699,555614,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,New York  I Love You,2008.0,,The Way You Look Tonight,jerome kern+the michael rose orchestra
224909,224909,224909,80994,42900,Let's Groove,Earth_ Wind & Fire,1977,Cashmere Mafia,2008.0,Conference Call (#1.2),Le Groove,bob mair+john holmes
224949,224949,224949,80994,693400,Let's Groove,Earth_ Wind & Fire,1977,Theres No Fish Food in Heaven,1998.0,,Lets Groove,michael carpenter+zlooke
228969,228969,228969,82520,318670,La Cucaracha,Xavier Cugat,0,Whose Line Is It Anyway?,2013.0,Sheryl Underwood (#2.14),La Cucaracha,
228990,228990,228990,82520,396157,La Cucaracha,Xavier Cugat,0,Comin Round the Mountain,1936.0,,La Cucaracha,
229000,229000,229000,82520,455062,La Cucaracha,Xavier Cugat,0,Gonzales Tamales,1957.0,,La Cucaracha,
230132,230132,230132,82778,669761,Take A Chance On Me,Julie Walters / Stellan Skarsgard,0,The Lather Effect,2006.0,,Take On Me,a-ha+arrangement with warner music group film+tv licensing+magne furuholmen+morten harket+pÌ´l waaktaar
230221,230221,230221,82783,124659,This Love,Jamie Foxx,2005,Jimmy Kimmel Live!,2003.0,Keira Knightley/Nate Parker/Spandau Ballet (#12.153),This Is the Love,spandau ballet
230397,230397,230397,82783,475634,This Love,Jamie Foxx,2005,House Party,1990.0,,This Is Love,kenny vaughan
230415,230415,230415,82783,518351,This Love,Jamie Foxx,2005,Life During Wartime,2009.0,,Thats Love,michael oneill+joe lervold+friends
230701,230701,230701,83018,114039,Beautiful,Stereo Fuse,0,How I Met Your Mother,2005.0,As Fast as She Can (#4.23),Hey Beautiful,the solids
230702,230702,230702,83018,114374,Beautiful,Stereo Fuse,0,How I Met Your Mother,2005.0,The Best Man (#7.1),Hey Beautiful,the solids
230703,230703,230703,83018,114443,Beautiful,Stereo Fuse,0,How I Met Your Mother,2005.0,The Platinum Rule (#3.11),Hey Beautiful,the solids
230704,230704,230704,83018,114455,Beautiful,Stereo Fuse,0,How I Met Your Mother,2005.0,The Rebound Girl (#7.11),Hey Beautiful,the solids
230706,230706,230706,83018,161057,Beautiful,Stereo Fuse,0,Music Nuggets,2010.0,(2012-04-28),Beautiful Life,james morrison
230709,230709,230709,83018,257232,Beautiful,Stereo Fuse,0,The Naked Brothers Band,2007.0,Alexs Clothing Line (#1.5),Beautiful Eyes,nat wolff+naked brothers band
