,id,title,artist_name,year
623502,503877,Dream...But Don't Sleep,Opio,2005
689043,195541,Thug Lord Religion,Regime,0
951188,382668,Joy Comes In The Morning,Xploding Plastix,2003
139695,53472,Digu,Carsick Cars,0
263062,675881,I Wish The Best For You,Emerson Hart,2007
918423,588084,End of Innocence,Unsung Zeros,2008
927491,444319,Old Flowers,Video Nasties,2009
623513,435596,Bank Robber,opm,0
951195,284305,The Cost Of Resistance,Xploding Plastix,2008
492444,543563,Blacc Balled,Lil C-Style,0
426913,841526,Warm Shift,Jon Hassell,2005
656291,379844,Dialogue des CarmÌ©lites (2004 Digital Remaster)_ Premier Acte_ TroisiÌ¬me tableau: PrÌ©lude,Pierre Dervaux/Choeurs et Orchestre du ThÌ©Ì¢tre National de l'OpÌ©ra_ Paris,0
932,731241,17 Reasons,5-Nov,0
951205,611855,The Coma That Failed,Xploding Plastix,2010
656298,432550,Concerto For Violin And Orchestra In D Minor_ Op. 47 - I. Allegro moderato (Jean Sibelius),Pierre Monteux,0
103922,119031,Vuelve Negra,BnK,0
66478,121959,Bulle Noon Samjhavan,Baba Bulleh Shah,0
721841,505345,Everytime We Kiss,Sam Riney,0
459698,798870,Go Tell It On The Mountain,Kirk Franklin & The Family,1998
426931,828697,Circle,Jon Hopkins,2004
459706,745997,Hero,Kirk Franklin with Dorinda Clark-Cole,0
721854,139173,Higher Learning,Sam Roberts,2003
459711,562423,Kingdom Come,Kirk Franklin_ Jill Scott,0
689091,676273,Hung Up,Regina,0
590788,159053,Sleep (Album Version),My Chemical Romance,2006
394181,821335,Tonight Will Last Forever,Janis Ian,0
99272,419163,Crown Hill Hardware,Blenderhead,0
535372,870046,Into The Crypts Of Rays,Marduk,2000
328652,200261,Young and Foolish,Gloria Lynne,0
328654,239627,Happiness Is A Thing Called Joe,Gloria Lynne,0
394192,788069,Fly Too High,Janis Ian,1979
726520,453115,Why Do Birds Fall In Love ?,Sargasso Trio,2007
787412,479576,From Dusk Till Doom,Stonegard,2006
820181,550085,I'm Gonna Bring A Watermelon To My Girl Tonight,The Bonzo Dog Band,2007
918487,389009,El Salvador,Untermensch,0
787416,764392,From Dusk Till Doom,Stonegard,2006
951259,262538,Complicated Game (2001 Digital Remaster),XTC,1979
951261,330507,Ten Feet Tall (2001 Digital Remaster),XTC,1979
918494,645253,Hindsight,Until June,0
951264,656826,When You're Near Me I Have Difficulty (2001 Digital Remaster),XTC,1979
787426,353531,Little fish don't want to swim,Stones & feathers,0
295907,953838,I Hate Your Guts,For The Worse,0
295908,566,With A Passion Burning,For Today,2008
928593,306550,Chant De SirÌ¬ne 7,Vincent Bruley,0
951272,266695,Love At First Sight,XTC,1980
852970,459792,Baby Please Change Your Mind,The Mighty Hannibal,0
754667,405809,I'm Falling Too,Skeeter Davis,1963
820204,788922,Music For The Head Ballet (2007 Digital Remaster),The Bonzo Dog Doo Dah Band,1967
273234,921502,There's No Business Like Show Business,Ethel Merman,1979
526146,682555,Dead In Their Tracks,Magnitude 9,0
820209,261446,I'm The Urban Spaceman,The Bonzo Dog Doo Dah Band,1968
33783,336049,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0
99320,376179,The Rain (feat. Charlie Brown & Wiley) (Agent X Remix),Bless Beats,0
682836,286007,Crying Time,Raul Malo,2007
99322,446372,The Rain (feat. Charlie Brown & Wiley),Bless Beats,0
689148,690895,Heaven's Just A Whisper Away,Regina Belle,1993
87552,374957,Serious,Big Mello,0
885763,448189,Secret Love And The Fastest Way To Loneliness,This Providence,2006
664937,647649,Gun Buck,Praga Khan,1996
754694,360166,Am I That Easy To Forget,Skeeter Davis,1995
754698,651861,Optimistic,Skeeter Davis,1995
191319,271584,I Want It All,Dangerous Muse,0
628226,314891,Allerdings OA Remix 2,Otros Aires,0
754704,915456,I'm A Lover (Not A Fighter),Skeeter Davis,1995
853013,484061,Beautiful Shame,The Mighty Lemon Drops,1989
787478,520089,Leona,Stonewall Jackson,1989
754711,457224,A Dear John Letter,Skeeter Davis & Bobby Bare,1991
885786,42502,Kiss The Envelope,This Runs Through,0
951323,122225,Ballad Of Peter Pumpkinhead (2001 Digital Remaster),XTC,1992
263199,451332,Creole Dance,Emerson_ Lake & Palmer,1993
885793,815257,I'll Forgive You For Throwing That Rock_ Cos That Dance Was Kinda Funny,This Town Needs Guns,0
623652,25594,Gepetto,Optiganally Yours,2000
918568,884264,Nervous Energy,Unwound,1993
923143,864504,An Old Flame,Vanilla Muffins,0
361516,244956,An jenem Morgen,Holger Biege,0
558125,624028,Mind Possession,MERCILESS,0
27485,715534,Orm,Alexkid,2006
128789,119736,åÀQUE NOS QUEDO?,CÌ_mplices,2002
404318,95160,No Diga Mas,Jesse Ed Davis,0
853046,913230,Hell Of A Hat,The Mighty Mighty Bosstones,1994
853048,791828,The Impression That I Get,The Mighty Mighty Bosstones,1996
349706,561787,Port Arthur Waltz,Harry Choates,0
66625,135645,Isn't That Just Like God (High Key Performance Track Without Background Vocals),Babbie Mason,0
525379,323127,Bass Vibrations,Maggotron,1996
577244,11528,Change Form! (ft. Diverse),Modill,2006
132167,174098,Impromptu In F Sharp Major Op.36,Camille Saint-Saens,0
513548,676519,Wasted,Low Vs Diamond,0
558154,577289,De Vuelta A Casa,Mercromina,1995
721996,824884,Supra Karma,Samael,1999
619765,422042,I Am A Fine Musician,Old Town School of Folk Music,0
230478,391997,Les Djinns (Swen Weber Remix),Djuma Soundsystem,2007
448013,768577,Dear God (Trouble At Home),Kaze,0
525392,252437,Bass Rock The Planet,Maggotron Crushing Crew,1989
883852,769135,No More Sex,Theoretical Girls,2002
853076,764726,She Just Happened,The Mighty Mighty Bosstones,2000
885845,514365,Falling Down,Thom Hell,2008
525398,479447,Suburban Reality,Maggotron featuring Palmer Force II,0
164952,459857,Alphabeti,Clatterbox,1996
132185,81617,Perdona_ Perdona,Camilo Sesto,0
689243,98916,One More Time With Feeling (Album Version),Regina Spektor,2009
270207,356095,Don't Stop (sad songs),Erik Faber,0
670175,606501,Outside My Window,Puff Johnson,1996
951390,775746,Esta Cidade,Xutos & PontapÌ©s,1987
623712,341367,Place to Place,Opus Akoben,0
689250,834068,Two Birds (Album Version),Regina Spektor,2009
689252,22519,George Gershwin/ Noel Coward Selection (Medley),Reginald Dixon,0
853093,31472,Ah-Leu-Cha,The Miles Davis Sextet,1964
754790,768485,Smash & Grab,Skeewiff,2006
415249,349869,This Bitter Earth,Joe Sample / Randy Crawford,2008
328814,604937,The One And Only (Parizian Mix),Glorious DJs,0
918639,135012,Hip Hop Hooray,Unwrapped,0
132210,631339,En Valencia,Camilo Sesto,0
918645,206952,What's It Gonna Be,Unwrapped,0
230521,117255,Grand Scale,DL Incognito,0
951419,297853,O Santo e a Senha,Xutos & PontapÌ©s,2009
285227,475501,Hyphy (with E-40 verse) (Explicit) (Feat. E-40),Federation featuring E-40,0
754814,857553,Hay W'happns?,Skeletons And The Kings Of All Cities,2007
885890,569001,Vi fÌ´r vingar nÌ_r vi Ì_lskar,Thomas  di Leva,2000
918659,461951,Ay Bay Bay,Unwrapped,0
918664,627201,Bridging The Great Divide,Unwrapped,0
197770,288966,Detox,Dave DK_ Holger Zilske,0
939543,293475,Suck a Pitbull's Dick,Wesley Willis & The Dragnews,2003
656525,579285,Mixer,Pifco,0
33934,493821,The Good Life,Amber Pacific,0
60269,119919,Febrile,Attention Deficit,0
165008,63256,J'Ai Perdu Ma Chance,Claude FranÌ¤ois,0
394387,102182,Boys In Blue,Janitor Joe,1993
126610,174343,Befriend The Friendless Friendster,Busdriver,2005
333337,542553,What I Did For Love,Grace Jones,1977
230553,659577,Incognito Interlude 2.0,DL Incognito,2004
722074,871393,HÌ¦r Mir Zu,Samajona,0
689308,644047,Tauber Memories Medley - Part 1,Reginald Dixon,0
296093,477753,It Wasn't Said To Ask,Foreign Born,2007
689313,692914,Somebody Stole My Gal,Reginald Dixon,0
341311,721955,Hari Om,Guru Ganesha Singh,0
263336,681870,Hi It's Me_ Christ,Emil Bulls,0
230569,482027,Make A Difference,DL Incognito,2006
764885,21866,Un compromiso / Toda una vida,Son de la Frontera,0
33967,896105,River of Tuoni,Amberian Dawn,2006
885936,6877,Nun singet und seid froh,Thomas Battenstein,0
394417,657774,End of our road,Janiva Magness,0
459957,11830,Ishq Mera Bandagi Hai,Kishore Kumar / Asha Bhosle,0
820410,361929,Heavenly Love,The Boones,0
38431,683285,Ik Heb Eerbied Voor Jouw Grijze Haren (4:46),AndrÌ© van Duin,0
853181,599531,I Hear A Sweet Voice Calling - Live,The Million Dollar Quartet,0
394430,916363,Turn your heart in my direction,Janiva Magness,0
951487,657655,Well,XYZ,0
529639,151228,Artificial Fire,Mandell_ Eleni,2009
305557,914167,Pout-Pourri: a-)ExÌ©rcito Do Surf ( L'Exercito Del Surf )/ b-)Let Me Sing_ Let Me Sing/ c-) O GÌ»nio / d-) Bye_Bye Love,FrenÌ©ticas,0
230602,775214,Twenty-Four Preludes & Fugues_ Op.87 (2003 Digital Remaster): No.24 in D minor (Andante - Moderato),Dmitri Shostakovich,0
945015,184355,My Girl,Willie Mitchell,0
218658,54916,You're Gonna Come To Me,Diana Ross & The Supremes,0
853198,420739,Swing It Sister,The Mills Brothers,0
951504,168935,At The Speed Of Life,Xzibit,1996
60280,576900,Nightmare On 48th St.,Attention Deficit,0
722135,334617,If Music Be The Food Of Love,Samantha Fox,1987
918745,950321,Red Army,Uoki-Toki,0
722138,542525,I Surrender (To The Spirit Of The Night),Samantha Fox,1987
722140,568043,Nothing's Gonna Stop Me Now,Samantha Fox,1987
404346,206880,I Want A Girl (Just Like The Girl That Married Dear Old Dad),Jesse Fuller,0
591071,26386,The Plot to Kill Bob Barker,My Hero Is Me,2006
230625,489642,1987,Dmitry Fyodorov,2008
27068,747695,I'm Stuck,Alexandre Desplat & Aaron Zigman,2007
820451,309,Full House '55,The Boss Martians,0
754916,509085,Io ti amo da matti,Skiantos,0
398886,580491,Quand La Musique Est Bonne (Live),Jean-Jacques Goldman,1991
731497,668570,Messthetics,Scritti Politti,1979
917713,701369,It Was Over,United States Three,0
885993,597963,The Story Of Able,Thomas Battenstein,0
572885,354155,Always Welcome,Mint Royale,2002
263404,541559,Concerto for Piano and Orchestra No. 3 in E flat Op. 75 (1995 Digital Remaster): Allegro brillante - Cadenza - Tempo I - Vivacissimo,Emil Gilels/New Philharmonia Orchestra/Lorin Maazel,0
34031,704378,Too Much,Ambition,0
328945,540961,Surrender,Gluecifer,2002
132338,943468,Bionic,Camp Lo,2009
722163,9587,Touch Me (I Want Your Body) ?09,Samantha Fox,1992
66804,299188,Pictor's Metamorphoses,Bablicon,1999
197877,594801,A Travelers Prayer,Dave Dudley,2001
853238,580388,A Groovy Kind Of Love,The Mindbenders,1966
427256,373956,Born Apart,Jon Snodgrass,2009
951546,178658,Back 2 The Way It Was,Xzibit,2004
230651,55871,The Convo,DMX,1998
308091,682077,When I Want Your Opinion_ Ill Give It To You,Fun 'Da' Mental,0
961408,190784,The Night Time Is the Right Time,Zydeco Hurricanes,0
853251,783533,Midnight,The Minimum,0
132357,453834,Where The Hell Is Bill?,Camper Van Beethoven,1985
951558,252840,Dying 2 Live,Xzibit,2008
820488,828078,The Last Ride,The Boss Martians,0
394505,583937,Als Jij Er Morgen Niet Meer Bent,Jannes,0
1291,98607,Live or Die Free,(hed) p.e.,0
961410,311374,Midnight Mood,Zydeco Hurricanes,0
132367,343812,The History Of Utah,Camper Van Beethoven,1986
951571,434339,Saturday Night Live,Xzibit featuring Jelly Roll,0
820500,157054,Main Title,The Boston Pops Orchestra / John Williams,0
644654,821826,Norte Y Sur,Pedro Garcia & His Del Prado Orchestra,0
918813,262507,1_ 2_ 3 Alto Y Fuera,Up_ Bustle & Out,1996
951582,868172,Beware Of Us,Xzibit featuring Strong Arm Steady,0
296224,272417,You want fries with that?,Forever Einstein,2000
644656,1389,Alma Mia,Pedro Guerra,0
255368,338134,Zapatillas,El Canto del Loco,2005
229595,252305,Form and Function,Dj Spooky,0
820517,490714,Close Encounters of the Third Kind - Suite,The Boston Pops Orchestra / John Williams,0
820518,497562,Singin' In The Rain,The Boston Pops Orchestra / John Williams,0
820519,513264,Arabian Dance (Coffee),The Boston Pops Orchestra / John Williams,0
820520,712305,New York_ New York (Main Theme),The Boston Pops Orchestra / John Williams,0
820524,798089,Love Theme,The Boston Pops Orchestra / John Williams,0
820525,852804,March,The Boston Pops Orchestra / John Williams,0
460079,519661,King Of The Night Time World,Kiss,0
525617,371681,Got My Mojo Working,Magic Sam,2001
1331,786692,Blackout,(Hed) Planet Earth,0
623929,123581,Lovesick,Orange Juice,2010
820539,406834,Down Along The Sheltering Palms,The Boswell Sisters,0
623933,617352,Perfect world,Orange Sector,0
689471,600861,Rage Against Humanity,Regurgitate,2000
886080,49817,Sayonara,Thomas Cunningham,0
99649,539874,Sweet Honey Hole,Blind Boy Fuller,1991
820546,592318,Stay on the Right Side of the Road,The Boswell Sisters,0
165187,370313,Je t'aimerai toute ma vie,Claude Vincent,0
36052,725146,Half Life,Amplifier,0
460101,712252,Tears Are Falling,Kiss,0
820551,752994,Fare Thee Well_ Annabelle,The Boswell Sisters,0
492872,746081,Money In The Bank [Remix] [feat. Young Buck],Lil Scrappy,2006
558410,567565,Witches' Dance,Mercyful Fate,1994
951628,788900,September 11th,Y-LUK-O,0
820557,10640,Forty-Second Street,The Boswell Sisters,1989
951630,825301,Dignity (feat. Klaus Kinski),Y-LUK-O,0
34127,555177,Magical Mystery Tour,Ambrosia,0
755024,828259,Filming In Africa,Skids,0
460117,928431,Plaster Caster,Kiss,0
951638,92194,Overthrown,Y-LUK-O,2008
853335,526952,The Girl I Never Met,The Minus 5,2000
558425,5135,Mandrake,Mercyful Fate,1998
820570,186673,Don't Let Your Love Go Wrong,The Boswell Sisters,2003
502671,844279,Trust Your Husband,Lonnie Johnson,1940
951645,704507,Spider and the fly,Y-LUK-O,2008
623966,346676,Yugoslavian Boys (1997 Remix),Orange Sector,1998
951651,62297,Jonathan Bechtolt,Y.A.C.H.T.,2004
34148,938125,Livin' On My Own,Ambrosia,0
296294,897429,What Do You Want From Me,Forever The Sickest Kids,2009
34151,142265,That's How Much I Love You,Ambrosia,2005
98535,140190,Atlantic,Blamstrain,2007
656750,898720,Everything (Procryptik Mix),Pigface,0
918896,781309,Writing In the Dark,Uphill Battle,2005
34161,758229,Country Gentleman,Ambulance Ltd,2003
853363,811807,Smoke On_ Jerry,The Minus 5,2009
525686,846963,I Started Loving You Again,Magic Slim & The Teardrops,0
689527,518211,Everybody Wants To Rule The World,Reid Anderson / Ethan Iverson / David King,2007
591225,886137,The Kult Konnection (Album Version),My Life With The Thrill Kill Kult,2007
525691,47359,Loving You Is The Best Thing That Happened To Me,Magic Slim & The Teardrops,2008
820604,427334,Indianapolis  (LP Version),The Bottle Rockets,0
558461,361844,Here With Me,MercyME,2004
787838,167584,You're A Mean One_ Mr. Grinch (Album Version),Straight No Chaser,0
486293,463688,Por Una Cabeza,Leopoldo Federico,0
497216,102503,Goin Out Of My Head,Little Anthony and The Imperials,0
591239,65854,Hope you're back,My Little Cheap Dictaphone,0
65772,168353,You Can't Have Your Cake and Eat It Too (Instrumental Cake Mix),B.T. (Brenda Taylor),0
335024,40859,It's Your Thing (Live) (2000 Digital Remaster),Grant Green,0
361870,845059,Are You Ever Gonna Love Me,HOLLY DUNN,1991
853391,861681,Mickey's Monkey,The Miracles,1963
951699,726800,Beautiful Dreamer,Y&T,1990
951702,831553,Don't Be Afraid Of The Dark,Y&T,1990
492952,687890,Cash Money Millionaires,Lil Wayne,0
513604,229405,Kansas City ,Lowell Fulson,0
787868,69761,Divas Are Skanks,Straight Outta Junior High,0
34205,484748,Touch that (kill your thoughts),Amduscia,2006
66974,517915,Marrero,Baby Boy Da Prince / Shoeshine / Reality,2007
427424,428402,That's Just The Way We Roll,Jonas Brothers,2007
394657,929104,Quiet Life,Japan,1979
558499,483836,Who's Fooling Who,Meredith Brooks,0
853412,230861,Lo Mejor De Mi,The Mirage,0
525733,712294,All Waters Have The Colour Of Drowning,Magica,0
951720,782830,Black Gold,Y&T,1998
562759,407359,Off The Wall,Michael Jackson,1979
558515,41004,August Moon,Meredith d'Ambrosio,0
240542,153694,Sink Into The Frame Of The Portrait,Dream Warriors,1994
591286,811193,Bonus instrumental track,My Morning Jacket,2000
951735,679822,Holla At Ya Boy (Dirty),Ya Boy featuring Production By Cool & Dre,0
492984,713545,Got Money,Lil Wayne / T-Pain,0
886202,661615,The Key To Her Ferrari,Thomas Dolby,1988
682911,646581,Wamba,Raul Mezcolanza and Bob D,0
755134,252143,Sweet Mary Jane,Skin,0
34239,928754,Belief,Amebix,1982
492992,283077,DJ Black Intro (Dragged & Chopped Remix),Lil Wyte,0
296385,954879,Shake Ya Ta Tas (Lindsay Lohan Remix),Former Fat Boys,0
722370,282836,Tonalite,Sami Koivikko,0
874059,187561,Niku-Jaga (Beef and Potato Stew),The Sushi Club,1999
89212,461322,The Story Of The Chicken,Bill Cosby,2001
951749,132328,Fly As This,Ya' Boy feat. Clyde Carson (The Team),0
132551,948978,Mother,Cancer,0
624074,369195,One Perfect Sunrise [Radio],Orbital,0
951755,124252,Somethin' to Rap About,Ya' Boy feat. San Quinn & AP.9,0
853453,244471,Braineaters,The Misfits,1982
576166,489346,Can't Fuck Wit,Mobb Deep featuring NOYD,1999
868600,480819,Just Like Jesse James,The Shakin' Apostles,0
329171,847839,Ronnie D. Tribute,Go Getters,0
689620,854725,Mas Cerca De Ti,Reik,0
300622,172656,I Got Rhythm,Frank Vignola,0
99798,903389,Beyond the Ice (Remastered),Blind Guardian,0
919001,243461,Sous le soleil,Urban Chill Out,0
960198,211092,Orpheus,Zita Swoon,0
820702,659635,Last bouquet,The Box Tops,1998
361951,400648,Do It For Love,Holly Johnson,0
656867,489819,Magia,Pilar Montenegro Feat. Big Mann,0
296420,615404,Mi Chiamo Antonio Tal Dei Tali E Lavoro Ai Mercati Generali,Formula 3,1971
919013,862226,The Key_ The Secret 2005 (Central Seven Mix),Urban Cookie Collective,0
235089,345824,Mother ( LP Version ),Donna Lewis,1996
611257,670060,Love song,No Sports,1993
919020,267894,Sail Away,Urban Cookie Collective,1994
1517,695257,Time and Space,+ / - {Plus/Minus},0
34286,503895,Ne Retiens Pas Tes Larmes,Amel Bent,2004
262397,422335,Blue Christmas,Elvis Presley,1957
99824,221725,Lord Don't Drive Me Away,Blind Joe Taggart,0
641635,736177,Bridge Over Troubled Water,Paul Mauriat And His Orchestra,0
951796,880194,Naapurin sahtijenkka,YÌ¦lintu,1999
558583,776062,Line 2,Meredith Monk,2002
951806,653419,Sulle mun kultani,YÌ¦lintu,2000
961451,235164,Snow Country,Zyon Base,2007
132612,407703,When I See The Blood,Candi Staton,0
951814,467649,Rilluttele yÌ¦,YÌ¦lintu,2001
820743,329417,Two Weeks Notice,The Boxmasters,2009
853512,938541,Easy Coast Lament (Incidental),The Mission,1987
493065,721631,Crossing The Line,Lil' Chris,0
329226,482496,S.O.S,Go West,0
158637,76796,Golden Pond,Chris Thile,0
4416,687212,Weird Week,3Rd Alley,0
389585,554821,Shan Nan Xin Nu (Live Version),Jam Hsiao,0
460307,948475,Disease,Kitbuilders,0
934059,900389,Se Bastasse Una Canzone,Walter Griziotti,0
86251,643395,Little Red Riding Hood,Big Bopper,1959
644698,240329,Contra El Poder,Pedro Guerra,1999
787998,623901,Like You Anyway,Strangefolk,0
67105,944815,How Does The Brain Wave?,Baby Elephant,2007
945141,422281,Sweet Memories,Willie Nelson,1968
624164,850964,Frenetic (2002),Orbital,2007
427557,832661,Vehicle,Jonas Hellborg,2003
919079,948429,Music Entertainment,Urban Dance Squad,1999
558632,169459,Ich weiÌÙ_ Du weiÌÙt nicht_ was Du willst,Meri Voskanian,0
919082,788772,Life 'n Perspectives 5,Urban Dance Squad,2007
362027,587936,I'll Only Break Your Heart,Holly Williams,2004
591404,338586,Tainted Love,My Ruin,1999
886321,589783,La Chapelle De La Joie,Thomas Fersen,2005
